"code","causeid","short_desc","long_desc","major","three_digit"
"K266","digest","ULCERE DU DUODENUM CHRON. OU SAI, AVEC HEMORR. ET PERFO.","Ulcère du duodénum chronique ou non précisé, avec hémorragie et perforation","Ulcère du duodénum","K26"
"K267","digest","ULCERE DU DUODENUM CHRON., SANS HEMORR. NI PERFO.","Ulcère du duodénum chronique, sans hémorragie ni perforation","Ulcère du duodénum","K26"
"K269","digest","ULCERE DU DUODENUM, SAI","Ulcère du duodénum non précisé comme étant aigu ou chronique, sans hémorragie ni perforation","Ulcère du duodénum","K26"
"K270","none","ULCERE DIG., DE SIEGE SAI, AIG. AVEC HEMORR.","Ulcère digestif, de siège non précisé, aigu avec hémorragie","Ulcère digestif, de siège non précisé","K27"
"K274","digest","ULCERE DIG., DE SIEGE SAI, CHRON. OU SAI, AVEC HEMORR.","Ulcère digestif, de siège non précisé, chronique ou non précisé, avec hémorragie","Ulcère digestif, de siège non précisé","K27"
"K275","digest","ULCERE DIG., DE SIEGE SAI, CHRON. OU SAI, AVEC PERFO.","Ulcère digestif, de siège non précisé, chronique ou non précisé, avec perforation","Ulcère digestif, de siège non précisé","K27"
"K276","digest","ULCERE DIG., DE SIEGE SAI, CHRON. OU SAI, AVEC HEMORR. ET PERFO.","Ulcère digestif, de siège non précisé, chronique ou non précisé, avec hémorragie et perforation","Ulcère digestif, de siège non précisé","K27"
"K279","digest","ULCERE DIG., SAI","Ulcère digestif, de siège non précisé, non précisé comme étant aigu ou chronique, sans hémorragie ni perforation","Ulcère digestif, de siège non précisé","K27"
"K280","none","ULCERE GASTRO-JEJUNAL AIG., AVEC HEMORR.","Ulcère gastro-jéjunal aigu, avec hémorragie","Ulcère gastro-jéjunal","K28"
"K284","digest","ULCERE GASTRO-JEJUNAL CHRON. OU SAI, AVEC HEMORR.","Ulcère gastro-jéjunal chronique ou non précisé, avec hémorragie","Ulcère gastro-jéjunal","K28"
"K289","digest","ULCERE GASTRO-JEJUNAL, SAI","Ulcère gastro-jéjunal non précisé comme étant aigu ou chronique, sans hémorragie ni perforation","Ulcère gastro-jéjunal","K28"
"K290","none","GASTRITE HEMORR. AIG.","Gastrite hémorragique aiguë","Gastrite et duodénite","K29"
"K291","digest","GASTRITES AIG., NCA","Autres gastrites aiguës","Gastrite et duodénite","K29"
"K292","digest","GASTRITE ALCOOLIQUE","Gastrite alcoolique","Gastrite et duodénite","K29"
"K294","digest","GASTRITE ATROPHIQUE, CHRON. OU SAI","Gastrite (chronique) atrophique","Gastrite et duodénite","K29"
"K295","digest","GASTRITE CHRON., SAI","Gastrite chronique, sans précision","Gastrite et duodénite","K29"
"K296","digest","GASTRITES, NCA","Autres gastrites","Gastrite et duodénite","K29"
"K297","digest","GASTRITE, SAI","Gastrite, sans précision","Gastrite et duodénite","K29"
"K298","digest","DUODENITE","Duodénite","Gastrite et duodénite","K29"
"K30","none","DYSPEPSIE FONCTIONNELLE","Dyspepsie fonctionnelle","Dyspepsie fonctionnelle","K30"
"K310","none","DILATATION AIG. DE L'ESTOMAC","Dilatation aiguë de l'estomac","Autres maladies de l'estomac et du duodénum","K31"
"K311","digest","STENOSE PYLORIQUE","Sténose pylorique (hypertrophique de l'adulte)","Autres maladies de l'estomac et du duodénum","K31"
"K315","digest","OBSTRU. DU DUODENUM","Obstruction du duodénum","Autres maladies de l'estomac et du duodénum","K31"
"K316","digest","FISTULE DE L'ESTOMAC ET DU DUODENUM","Fistule de l'estomac et du duodénum","Autres maladies de l'estomac et du duodénum","K31"
"K317","digest","POLYPE ESTOMAC ET DUODENUM","Polype de l'estomac et du duodénum","Autres maladies de l'estomac et du duodénum","K31"
"K318","digest","MAL. PREC. DE L'ESTOMAC ET DU DUODENUM, NCA","Autres maladies précisées de l'estomac et du duodénum","Autres maladies de l'estomac et du duodénum","K31"
"K319","none","MAL. DE L'ESTOMAC ET DU DUODENUM, SAI","Maladie de l'estomac et du duodénum, sans précision","Autres maladies de l'estomac et du duodénum","K31"
"K350","none","*** SU11 *** APPENDICITE AVEC PERITONITE GENERALISEE","*** SU11 *** Appendicite (aiguë) avec péritonite généralisée","Appendicite aiguë","K35"
"K352","digest","APPENDICITE AIG. AVEC PERITONITE GENERALISEE","Appendicite aigüe avec péritonite généralisée","Appendicite aiguë","K35"
"K353","digest","APPENDICITE AIG. AVEC PERITONITE LOCALISEE","Appendicite aigüe avec péritonite localisée","Appendicite aiguë","K35"
"K358","digest","APPENDICITE AIG., NCA OU SAI","Appendicites aigües, autres et non précisées","Appendicite aiguë","K35"
"K359","digest","*** SU11 *** APPENDICITE AIG., SAI","*** SU11 *** Appendicite aiguë, sans précision","Appendicite aiguë","K35"
"K36","digest","APPENDICITE, NCA","Autres formes d'appendicite","Autres formes d'appendicite","K36"
"K37","digest","APPENDICITE, SAI","Appendicite, sans précision","Appendicite, sans précision","K37"
"K389","digest","MAL. DE L'APPENDICE, SAI","Maladie de l'appendice, sans précision","Autres maladies de l'appendice","K38"
"K403","digest","HERNIE INGUINALE, SAI, AVEC OCCLUSION, SANS GANGRENE","Hernie inguinale, (unilatérale ou) sans précision, avec occlusion, sans gangrène","Hernie inguinale","K40"
"K409","digest","HERNIE INGUINALE, SAI","Hernie inguinale, (unilatérale ou) sans précision(, sans occlusion ni gangrène)","Hernie inguinale","K40"
"K413","digest","HERNIE CRURALE, SAI, AVEC OCCLUSION, SANS GANGRENE","Hernie crurale, (unilatérale ou) sans précision, avec occlusion, sans gangrène","Hernie crurale","K41"
"K414","digest","HERNIE CRURALE, SAI, AVEC GANGRENE","Hernie crurale, (unilatérale ou) sans précision, avec gangrène","Hernie crurale","K41"
"K420","none","HERNIE OMBILICALE, AVEC OCCLUSION, SANS GANGRENE","Hernie ombilicale, avec occlusion, sans gangrène","Hernie ombilicale","K42"
"K421","digest","HERNIE OMBILICALE, AVEC GANGRENE","Hernie ombilicale, avec gangrène","Hernie ombilicale","K42"
"K429","digest","HERNIE OMBILICALE, SAI","Hernie ombilicale, (sans occlusion ni gangrène)","Hernie ombilicale","K42"
"K430","none","EVENTRATION POST-OP, AVEC OCCLUSION, SANS GANGRENE","Éventration post-opératoire, avec occlusion sans gangrène","Autres hernies de la paroi abdominale antérieure","K43"
"K431","otherncd","EVENTRATION POST-OP, AVEC GANGRENE","Éventration post-opératoire, avec gangrène","Autres hernies de la paroi abdominale antérieure","K43"
"K439","otherncd","HERNIE DE LA PAROI ABDO. ANT., SAI","Hernie de la paroi abdominale antérieure autre et non précisée, sans occlusion ni gangrène","Autres hernies de la paroi abdominale antérieure","K43"
"K440","none","HERNIE DIAPHRAGMATIQUE, AVEC OCCLUSION, SANS GANGRENE","Hernie diaphragmatique, avec occlusion, sans gangrène","Hernie diaphragmatique","K44"
"K441","digest","HERNIE DIAPHRAGMATIQUE, AVEC GANGRENE","Hernie diaphragmatique, avec gangrène","Hernie diaphragmatique","K44"
"K449","digest","HERNIE DIAPHRAGMATIQUE, SAI","Hernie diaphragmatique, (sans occlusion ni gangrène)","Hernie diaphragmatique","K44"
"K450","none","HERNIES ABDO. NCA, AVEC OCCLUSION, SANS GANGRENE","Autres hernies abdominales de siège précisé, avec occlusion, sans gangrène","Autres hernies abdominales","K45"
"K458","digest","HERNIES ABDO. NCA, SANS OCCLUSION NI GANGRENE, OU SAI","Autres hernies abdominales précisées, sans occlusion ni gangrène","Autres hernies abdominales","K45"
"K460","none","HERNIE ABDO. SAI, AVEC OCCLUSION, SANS GANGRENE","Hernie abdominale non précisée, avec occlusion, sans gangrène","Hernie abdominale non précisée","K46"
"K461","digest","HERNIE ABDO. SAI, AVEC GANGRENE","Hernie abdominale non précisée, avec gangrène","Hernie abdominale non précisée","K46"
"K469","digest","HERNIE ABDO., SAI","Hernie abdominale non précisée, (sans occlusion ni gangrène)","Hernie abdominale non précisée","K46"
"K501","digest","MAL. DE CROHN DU GROS INTESTIN","Maladie de Crohn du gros intestin","Maladie de Crohn [entérite régionale]","K50"
"K509","digest","MAL. DE CROHN, SAI","Maladie de Crohn, sans précision","Maladie de Crohn [entérite régionale]","K50"
"K510","none","PANCOLITE ULCEREUSE","Pancolite ulcéreuse (chronique)","Recto-colite hémorragique [colite ulcéreuse]","K51"
"K518","digest","RECTO-COLITES HEMORR., NCA","Autres recto-colites hémorragiques","Recto-colite hémorragique [colite ulcéreuse]","K51"
"K519","digest","RECTO-COLITE HEMORR., SAI","Recto-colite hémorragique, sans précision","Recto-colite hémorragique [colite ulcéreuse]","K51"
"K521","digest","GASTRO-ENTERITE ET COLITE TOXIQUES","Gastro-entérite et colite toxiques","Autres gastro-entérites et colites non infectieuses","K52"
"K528","digest","GASTRO-ENTERITES ET COLITES NON INFECT. PREC., NCA","Autres gastro-entérites et colites non infectieuses précisées","Autres gastro-entérites et colites non infectieuses","K52"
"K529","digest","GASTRO-ENTERITE ET COLITE NON INFECT., SAI","Gastro-entérite et colite non infectieuses, sans précision","Autres gastro-entérites et colites non infectieuses","K52"
"K550","none","TBL. VASC. AIG. DE L'INTESTIN","Troubles vasculaires aigus de l'intestin","Troubles vasculaires de l'intestin","K55"
"K551","digest","TBL. VASC. CHRON. DE L'INTESTIN","Troubles vasculaires chroniques de l'intestin","Troubles vasculaires de l'intestin","K55"
"K552","digest","ANGIODYSPLASIE DU COLON","Angiodysplasie du côlon","Troubles vasculaires de l'intestin","K55"
"K559","digest","TBL. VASC. DE L'INTESTIN, SAI","Trouble vasculaire de l'intestin, sans précision","Troubles vasculaires de l'intestin","K55"
"K560","none","ILEUS PARALYTIQUE","Iléus paralytique","Iléus paralytique et occlusion intestinale sans hernie","K56"
"K561","digest","INVAGINATION INTESTINALE","Invagination (intestinale)","Iléus paralytique et occlusion intestinale sans hernie","K56"
"K562","digest","VOLVULUS INTESTINAL","Volvulus (intestinal)","Iléus paralytique et occlusion intestinale sans hernie","K56"
"K563","digest","ILEUS BIL.","Iléus biliaire","Iléus paralytique et occlusion intestinale sans hernie","K56"
"K564","digest","OBSTRU. DE L'INTESTIN, NCA","Autres obstructions de l'intestin","Iléus paralytique et occlusion intestinale sans hernie","K56"
"K565","digest","ADHERENCES DE L'INTESTIN, AVEC OCCLUSION","Adhérences de l'intestin (brides), avec occlusion","Iléus paralytique et occlusion intestinale sans hernie","K56"
"K566","digest","OCCLUSIONS INTEST., NCA OU SAI","Occlusions intestinales, autres et sans précision","Iléus paralytique et occlusion intestinale sans hernie","K56"
"K567","digest","ILEUS, SAI","Iléus, sans précision","Iléus paralytique et occlusion intestinale sans hernie","K56"
"K570","none","DIVERTICULOSE DE L'INTESTIN GRELE, AVEC PERFO. ET ABCES","Diverticulose de l'intestin grêle, avec perforation et abcès","Diverticulose de l'intestin","K57"
"K571","digest","DIVERTICULOSE DE L'INTESTIN GRELE, SAI","Diverticulose de l'intestin grêle, (sans perforation ni abcès)","Diverticulose de l'intestin","K57"
"K572","digest","DIVERTICULOSE DU COLON, AVEC PERFO. ET ABCES","Diverticulose du côlon, avec perforation et abcès","Diverticulose de l'intestin","K57"
"K573","digest","DIVERTICULOSE DU COLON, SAI","Diverticulose du côlon, (sans perforation ni abcès)","Diverticulose de l'intestin","K57"
"K578","digest","DIVERTICULOSE DE L'INTESTIN, AVEC PERFO. ET ABCES","Diverticulose de l'intestin (siège non précisé), avec perforation et abcès","Diverticulose de l'intestin","K57"
"K579","digest","DIVERTICULOSE DE L'INTESTIN, SAI","Diverticulose de l'intestin, (siège non précisé, sans perforation ni abcès)","Diverticulose de l'intestin","K57"
"K589","digest","*** SU19 *** SYND. DE L'INTESTIN IRRITABLE, SAI","*** SU19 *** Syndrome de l'intestin irritable, (sans diarrhée)","Syndrome de l'intestin irritable","K58"
"K590","none","CONSTIPATION","Constipation","Autres troubles fonctionnels de l'intestin","K59"
"K593","digest","MEGACOLON, NCA","Mégacôlon, non classé ailleurs","Autres troubles fonctionnels de l'intestin","K59"
"K598","digest","TBL. FCT. PREC. DE L'INTESTIN, NCA","Autres troubles fonctionnels précisés de l'intestin","Autres troubles fonctionnels de l'intestin","K59"
"K599","digest","TBL. FCT. DE L'INTESTIN, SAI","Trouble fonctionnel de l'intestin, sans précision","Autres troubles fonctionnels de l'intestin","K59"
"K604","digest","FISTULE RECTALE","Fistule rectale","Fissure et fistule des régions anale et rectale","K60"
"K605","digest","FISTULE ANO-RECTALE","Fistule ano-rectale","Fissure et fistule des régions anale et rectale","K60"
"K610","none","ABCES ANAL","Abcès anal","Abcès des régions anale et rectale","K61"
"K611","digest","ABCES RECTAL","Abcès rectal","Abcès des régions anale et rectale","K61"
"K613","digest","ABCES ISCHIO-RECTAL","Abcès ischio-rectal","Abcès des régions anale et rectale","K61"
"K621","neo","POLYPE RECTAL","Polype rectal","Autres maladies de l'anus et du rectum","K62"
"K623","digest","PROLAPSUS RECTAL","Prolapsus rectal","Autres maladies de l'anus et du rectum","K62"
"K624","digest","STENOSE DE L'ANUS ET DU RECTUM","Sténose de l'anus et du rectum","Autres maladies de l'anus et du rectum","K62"
"K625","digest","HEMORR. DE L'ANUS ET DU RECTUM","Hémorragie de l'anus et du rectum","Autres maladies de l'anus et du rectum","K62"
"K626","digest","ULCERE DE L'ANUS ET DU RECTUM","Ulcère de l'anus et du rectum","Autres maladies de l'anus et du rectum","K62"
"K627","otherncd","RECTITE DUE A UN IRRAD.","Rectite due à un irradiation","Autres maladies de l'anus et du rectum","K62"
"K628","digest","MAL. PREC. DE L'ANUS ET DU RECTUM, NCA","Autres maladies précisées de l'anus et du rectum","Autres maladies de l'anus et du rectum","K62"
"K629","digest","MAL. DE L'ANUS ET DU RECTUM, SAI","Maladie de l'anus et du rectum, sans précision","Autres maladies de l'anus et du rectum","K62"
"K630","none","ABCES DE L'INTESTIN","Abcès de l'intestin","Autres maladies de l'intestin","K63"
"K631","none","PERFO. DE L'INTESTIN","Perforation de l'intestin (non traumatique)","Autres maladies de l'intestin","K63"
"K632","none","FISTULE DE L'INTESTIN","Fistule de l'intestin","Autres maladies de l'intestin","K63"
"K633","none","ULCERE DE L'INTESTIN","Ulcère de l'intestin","Autres maladies de l'intestin","K63"
"K634","none","ENTEROPTOSE","Entéroptose","Autres maladies de l'intestin","K63"
"K635","neo","POLYPE COLON","Polype du côlon","Autres maladies de l'intestin","K63"
"K638","none","MAL. PREC. DE L'INTESTIN, NCA","Autres maladies précisées de l'intestin","Autres maladies de l'intestin","K63"
"K639","none","MAL. DE L'INTESTIN, SAI","Maladie de l'intestin, sans précision","Autres maladies de l'intestin","K63"
"K643","digest","HEMORROIDES DU 4EME DEGRE","Hémorroïdes du quatrième degré","Hémorroïdes et thrombose veineuse périanale","K64"
"K650","none","PERITONITE AIG.","Péritonite aiguë","Péritonite","K65"
"K658","none","PERITONITES, NCA","Autres péritonites","Péritonite","K65"
"K659","none","PERITONITE, SAI","Péritonite, sans précision","Péritonite","K65"
"K660","none","ADHERENCES PERIT.","Adhérences péritonéales","Autres maladies du péritoine","K66"
"K661","none","HEMOPERITOINE","Hémopéritoine","Autres maladies du péritoine","K66"
"K668","digest","MAL. PREC. DU PERITOINE, NCA","Autres maladies précisées du péritoine","Autres maladies du péritoine","K66"
"K669","none","MAL. DU PERITOINE, SAI","Maladie du péritoine, sans précision","Autres maladies du péritoine","K66"
"K700","none","CIRRHOSE ALCOOLIQUE GRAISSEUSE DU FOIE","Cirrhose alcoolique graisseuse du foie","Maladie alcoolique du foie","K70"
"K701","digest","HEPATITE ALCOOLIQUE","Hépatite alcoolique","Maladie alcoolique du foie","K70"
"K703","digest","CIRRHOSE ALCOOLIQUE","Cirrhose alcoolique (du foie)","Maladie alcoolique du foie","K70"
"K704","none","INSUF. HEPATIQUE ALCOOLIQUE","Insuffisance hépatique alcoolique","Maladie alcoolique du foie","K70"
"K709","none","MAL. ALCOOLIQUE DU FOIE, SAI","Maladie alcoolique du foie, sans précision","Maladie alcoolique du foie","K70"
"K711","none","MAL. TOXIQUE DU FOIE AVEC NECROSE HEPATIQUE","Maladie toxique du foie avec nécrose hépatique","Maladie toxique du foie","K71"
"K718","none","MAL. TOXIQUE DU FOIE AVEC D'AUTRES LES. DU FOIE","Maladie toxique du foie avec d'autres lésions du foie","Maladie toxique du foie","K71"
"K719","none","MAL. TOXIQUE DU FOIE, SAI","Maladie toxique du foie, sans précision","Maladie toxique du foie","K71"
"K720","none","INSUF. HEPATIQUE AIG. ET SUBAIG.","Insuffisance hépatique aiguë et subaiguë","Insuffisance hépatique, non classée ailleurs","K72"
"K721","none","INSUF. HEPATIQUE CHRON.","Insuffisance hépatique chronique","Insuffisance hépatique, non classée ailleurs","K72"
"K729","none","INSUF. HEPATIQUE, SAI","Insuffisance hépatique, sans précision","Insuffisance hépatique, non classée ailleurs","K72"
"K732","none","HEPATITE CHRON. NCA, ACTIVE","Hépatite chronique active, non classée ailleurs","Hépatite chronique, non classée ailleurs","K73"
"K738","none","HEPATITES CHRON., NCA","Autres hépatites chroniques, non classées ailleurs","Hépatite chronique, non classée ailleurs","K73"
"K739","none","HEPATITE CHRON., SAI","Hépatite chronique, sans précision","Hépatite chronique, non classée ailleurs","K73"
"K740","none","FIBROSE HEPATIQUE","Fibrose hépatique","Fibrose et cirrhose du foie","K74"
"K743","digest","CIRRHOSE BIL. PRIMITIVE","Cirrhose biliaire primitive","Fibrose et cirrhose du foie","K74"
"K745","digest","CIRRHOSE BIL., SAI","Cirrhose biliaire, sans précision","Fibrose et cirrhose du foie","K74"
"K746","digest","CIRRHOSES, NCA OU SAI","Cirrhoses (du foie), autres et sans précision","Fibrose et cirrhose du foie","K74"
"K750","none","ABCES DU FOIE","Abcès du foie","Autres maladies inflammatoires du foie","K75"
"K753","infect","HEPATITE GRANULOMATEUSE, NCA","Hépatite granulomateuse, non classée ailleurs","Autres maladies inflammatoires du foie","K75"
"K754","digest","HEPATITE AUTO-IMMUNE","Hépatite auto-immune","Autres maladies inflammatoires du foie","K75"
"K758","digest","MAL. INFL. PREC. DU FOIE, NCA","Autres maladies inflammatoires précisées du foie","Autres maladies inflammatoires du foie","K75"
"K759","digest","MAL. INFL. DU FOIE, SAI","Maladie inflammatoire du foie, sans précision","Autres maladies inflammatoires du foie","K75"
"K760","none","DEGEN. GRAISSEUSE DU FOIE, NCA","Dégénérescence graisseuse du foie, non classée ailleurs","Autres maladies du foie","K76"
"K761","digest","CONGESTION PASSIVE CHRON. DU FOIE","Congestion passive chronique du foie","Autres maladies du foie","K76"
"K763","infect","INFARCTUS HEPATIQUE","Infarctus hépatique","Autres maladies du foie","K76"
"K766","digest","HYPERTENSION PORTALE","Hypertension portale","Autres maladies du foie","K76"
"K767","digest","SYND. HEPATO-RENAL","Syndrome hépato-rénal","Autres maladies du foie","K76"
"K768","digest","MAL. PREC. DU FOIE, NCA","Autres maladies précisées du foie","Autres maladies du foie","K76"
"K769","digest","MAL. DU FOIE, SAI","Maladie du foie, sans précision","Autres maladies du foie","K76"
"K800","none","CALCUL DE LA VESICULE BIL. AVEC CHOLECYSTITE AIG.","Calcul de la vésicule biliaire avec cholécystite aiguë","Cholélithiase","K80"
"K801","digest","CALCUL DE LA VESICULE BIL. AVEC UNE AUTRE FORME DE CHOLECYSTITE","Calcul de la vésicule biliaire avec une autre forme de cholécystite","Cholélithiase","K80"
"K802","digest","CALCUL DE LA VESICULE BIL., SAI","Calcul de la vésicule biliaire (sans cholécystite)","Cholélithiase","K80"
"K803","digest","CALCUL DES CANAUX BIL. AVEC ANGIOCHOLITE","Calcul des canaux biliaires avec angiocholite","Cholélithiase","K80"
"K804","digest","CALCUL DES CANAUX BIL. AVEC CHOLECYSTITE","Calcul des canaux biliaires avec cholécystite","Cholélithiase","K80"
"K805","digest","CALCUL DES CANAUX BIL. SAI","Calcul des canaux biliaires (sans angiocholite ni cholécystite)","Cholélithiase","K80"
"K810","none","CHOLECYSTITE AIG.","Cholécystite aiguë","Cholécystite","K81"
"K811","digest","CHOLECYSTITE CHRON.","Cholécystite chronique","Cholécystite","K81"
"K819","digest","CHOLECYSTITE, SAI","Cholécystite, sans précision","Cholécystite","K81"
"K822","digest","PERFO. DE LA VESICULE BIL.","Perforation de la vésicule biliaire","Autres maladies de la vésicule biliaire","K82"
"K823","digest","FISTULE DE LA VESICULE BIL.","Fistule de la vésicule biliaire","Autres maladies de la vésicule biliaire","K82"
"K828","digest","MAL. PREC. DE LA VESICULE BIL., NCA","Autres maladies précisées de la vésicule biliaire","Autres maladies de la vésicule biliaire","K82"
"K829","digest","MAL. DE LA VESICULE BIL., SAI","Maladie de la vésicule biliaire, sans précision","Autres maladies de la vésicule biliaire","K82"
"K830","none","ANGIOCHOLITE","Angiocholite [cholangite]","Autres maladies des voies biliaires","K83"
"K831","digest","OBSTRU. DES VOIES BIL.","Obstruction des voies biliaires","Autres maladies des voies biliaires","K83"
"K833","digest","FISTULE DES VOIES BIL.","Fistule des voies biliaires","Autres maladies des voies biliaires","K83"
"K838","digest","MAL. PREC. DES VOIES BIL., NCA","Autres maladies précisées des voies biliaires","Autres maladies des voies biliaires","K83"
"K839","digest","MAL. DES VOIES BIL., SAI","Maladie des voies biliaires, sans précision","Autres maladies des voies biliaires","K83"
"K85","digest","PANCREATITE AIG.","Pancréatite aiguë","Pancréatite aiguë","K85"
"K851","digest","PANCREATITE AIG. BIL.","Pancréatite aiguë d'origine biliaire","Pancréatite aiguë","K85"
"K852","digest","PANCREATITE AIG. ALCOOLIQUE","Pancréatite aiguë d'origine alcoolique","Pancréatite aiguë","K85"
"K859","digest","PANCREATITE AIG., SAI","Pancréatite aiguë, sans précision","Pancréatite aiguë","K85"
"K860","none","PANCREATITE CHRON. ALCOOLIQUE","Pancréatite chronique alcoolique","Autres maladies du pancréas","K86"
"K861","digest","PANCREATITES CHRON., NCA","Autres pancréatites chroniques","Autres maladies du pancréas","K86"
"K862","digest","KYSTE DU PANCREAS","Kyste du pancréas","Autres maladies du pancréas","K86"
"K863","digest","PSEUDOKYSTE DU PANCREAS","Pseudokyste du pancréas","Autres maladies du pancréas","K86"
"K868","digest","MAL. PREC. DU PANCREAS, NCA","Autres maladies précisées du pancréas","Autres maladies du pancréas","K86"
"K869","digest","MAL. DU PANCREAS, SAI","Maladie du pancréas, sans précision","Autres maladies du pancréas","K86"
"K900","none","MAL. COELIAQUE","Maladie coeliaque","Malabsorption intestinale","K90"
"K901","digest","SPRUE TROPICALE","Sprue tropicale","Malabsorption intestinale","K90"
"K902","digest","SYND. DE L'ANSE BORGNE, NCA","Syndrome de l'anse borgne, non classé ailleurs","Malabsorption intestinale","K90"
"K909","digest","MALABS. INTEST., SAI","Malabsorption intestinale, sans précision","Malabsorption intestinale","K90"
"K920","none","HEMATEMESE","Hématémèse","Autres maladies du système digestif","K92"
"K921","none","MELAENA","Mélaena","Autres maladies du système digestif","K92"
"K922","none","HEMORR. GASTRO-INTEST., SAI","Hémorragie gastro-intestinale, sans précision","Autres maladies du système digestif","K92"
"K928","digest","MAL. PREC. DU SYST. DIG., NCA","Autres maladies précisées du système digestif","Autres maladies du système digestif","K92"
"K929","none","MAL. DU SYST. DIG., SAI","Maladie du système digestif, sans précision","Autres maladies du système digestif","K92"
"L021","skin","ABCES CUTANE, FURONCLE ET ANTHRAX DU COU","Abcès cutané, furoncle et anthrax du cou","Abcès cutané, furoncle et anthrax","L02"
"L022","skin","ABCES CUTANE, FURONCLE ET ANTHRAX DU TRONC","Abcès cutané, furoncle et anthrax du tronc","Abcès cutané, furoncle et anthrax","L02"
"L023","skin","ABCES CUTANE, FURONCLE ET ANTHRAX DE LA FESSE","Abcès cutané, furoncle et anthrax de la fesse","Abcès cutané, furoncle et anthrax","L02"
"L024","skin","ABCES CUTANE, FURONCLE ET ANTHRAX D'UN MB.","Abcès cutané, furoncle et anthrax d'un membre","Abcès cutané, furoncle et anthrax","L02"
"L028","skin","ABCES CUTANE, FURONCLE ET ANTHRAX D'AUTRES LOC.","Abcès cutané, furoncle et anthrax d'autres localisations","Abcès cutané, furoncle et anthrax","L02"
"L029","skin","ABCES CUTANE, FURONCLE ET ANTHRAX, SAI","Abcès cutané, furoncle et anthrax, sans précision","Abcès cutané, furoncle et anthrax","L02"
"L031","skin","PHLEGMON D'AUTRES PARTIES D'UN MB.","Phlegmon d'autres parties d'un membre","Phlegmon","L03"
"L032","skin","PHLEGMON DE LA FACE","Phlegmon de la face","Phlegmon","L03"
"L033","skin","PHLEGMON DU TRONC","Phlegmon du tronc","Phlegmon","L03"
"L038","skin","PHLEGMON D'AUTRES LOC.","Phlegmon d'autres localisations","Phlegmon","L03"
"L039","skin","PHLEGMON, SAI","Phlegmon, sans précision","Phlegmon","L03"
"L048","skin","LYMPHADENITE AIG. D'AUTRES LOC.","Lymphadénite aiguë d'autres localisations","Lymphadénite aiguë","L04"
"L088","skin","INFECT. LOC. PREC. DE LA PEAU ET DU TISSU CELL. /S-CUT., NCA","Autres infections localisées précisées de la peau et du tissu cellulaire sous-cutané","Autres infections localisées de la peau et du tissu cellulaire sous-cutané","L08"
"L089","skin","INFECT. LOC. DE LA PEAU ET DU TISSU CELL. /S-CUT., SAI","Infection localisée de la peau et du tissu cellulaire sous-cutané, sans précision","Autres infections localisées de la peau et du tissu cellulaire sous-cutané","L08"
"L109","skin","PEMPHIGUS, SAI","Pemphigus, sans précision","Pemphigus","L10"
"L120","none","PEMPHIGOIDE BULLEUX","Pemphigoïde bulleux","Pemphigoïde","L12"
"L129","skin","PEMPHIGOIDE, SAI","Pemphigoïde, sans précision","Pemphigoïde","L12"
"L138","skin","DERMATOSES BULLEUSES PREC., NCA","Autres dermatoses bulleuses précisées","Autres dermatoses bulleuses","L13"
"L22","skin","DERMITE FESSIERE DU NOURRISSON","Dermite fessière du nourrisson","Dermite fessière du nourrisson","L22"
"L26","skin","DERMITE EXFOLIATRICE","Dermite exfoliatrice","Dermite exfoliatrice","L26"
"L279","none","DERMITE DUE A UNE SUBST. SAI PRISE PAR VOIE INT.","Dermite due à une substance non précisée prise par voie interne","Dermite due à des substances prises par voie interne","L27"
"L309","none","DERMITE, SAI","Dermite, sans précision","Autres dermites","L30"
"L405","none","PSORIASIS ARTHROPATHIQUE","Psoriasis arthropathique (M07.0-M07.3*, M09.0*)","Psoriasis","L40"
"L409","none","PSORIASIS, SAI","Psoriasis, sans précision","Psoriasis","L40"
"L439","none","LICHEN PLAN, SAI","Lichen plan, sans précision","Lichen plan","L43"
"L509","none","URTICAIRE, SAI","Urticaire, sans précision","Urticaire","L50"
"L511","skin","ERYTHEME POLYMORPHE BULLEUX","Érythème polymorphe bulleux","Érythème polymorphe","L51"
"L512","skin","EPIDERMOLYSE NECROSANTE SURAIG.","Épidermolyse nécrosante suraiguë [Lyell]","Érythème polymorphe","L51"
"L539","none","ERYTHEME, SAI","Érythème, sans précision","Autres formes d'érythème","L53"
"L721","none","KYSTE SEBACE","Kyste sébacé","Kystes folliculaires de la peau et du tissu cellulaire sous-cutané","L72"
"L732","none","HIDROSADENITE SUPPUREE","Hidrosadénite suppurée","Autres affections folliculaires","L73"
"L82","skin","KERATOSE SEBORRHEIQUE","Kératose séborrhéique","Kératose séborrhéique","L82"
"L89","skin","ULCERE DE DECUBITUS+ZONE DE PRESSION","Ulcère de décubitus et zone de pression","Ulcère de décubitus et zone de pression","L89"
"L893","skin","ULCERE DE DECUBITUS STADE 4","Ulcère de décubitus de stade IV","Ulcère de décubitus et zone de pression","L89"
"L899","skin","ULCERE DE DECUBITUS ET ZONE PRESSION SAI","Ulcère de décubitus et zone de pression, sans précision","Ulcère de décubitus et zone de pression","L89"
"L930","none","LUPUS ERYTHEMATEUX CHRON. OU SAI","Lupus érythémateux (chronique)","Lupus érythémateux","L93"
"L950","none","VASCULARITE LIVEDOIDE","Vascularite livédoïde","Vascularite [angéite] limitée à la peau, non classée ailleurs","L95"
