causeid,all_text
digest,"['k269', 'duodenal', 'ulcer', 'unspecified', 'acute', 'chronic', 'without', 'hemorrhage', 'perforation', 'diseases', 'esophagus', 'stomach', 'duodenum', 'diseases', 'digestive', 'system']"
digest,"['k274', 'chronic', 'unspecified', 'peptic', 'ulcer', 'site', 'unspecified', 'hemorrhage', 'diseases', 'esophagus', 'stomach', 'duodenum', 'diseases', 'digestive', 'system']"
digest,"['k275', 'chronic', 'unspecified', 'peptic', 'ulcer', 'site', 'unspecified', 'perforation', 'diseases', 'esophagus', 'stomach', 'duodenum', 'diseases', 'digestive', 'system']"
digest,"['k276', 'chronic', 'unspecified', 'peptic', 'ulcer', 'site', 'unspecified', 'hemorrhage', 'perforation', 'diseases', 'esophagus', 'stomach', 'duodenum', 'diseases', 'digestive', 'system']"
digest,"['k279', 'peptic', 'ulcer', 'site', 'unspecified', 'unspecified', 'acute', 'chronic', 'without', 'hemorrhage', 'perforation', 'diseases', 'esophagus', 'stomach', 'duodenum', 'diseases', 'digestive', 'system']"
digest,"['k284', 'chronic', 'unspecified', 'gastrojejunal', 'ulcer', 'hemorrhage', 'diseases', 'esophagus', 'stomach', 'duodenum', 'diseases', 'digestive', 'system']"
digest,"['k289', 'gastrojejunal', 'ulcer', 'unspecified', 'acute', 'chronic', 'without', 'hemorrhage', 'perforation', 'diseases', 'esophagus', 'stomach', 'duodenum', 'diseases', 'digestive', 'system']"
digest,"['k292', 'alcoholic', 'gastritis', 'diseases', 'esophagus', 'stomach', 'duodenum', 'diseases', 'digestive', 'system']"
digest,"['k294', 'chronic', 'atrophic', 'gastritis', 'diseases', 'esophagus', 'stomach', 'duodenum', 'diseases', 'digestive', 'system']"
digest,"['k295', 'unspecified', 'chronic', 'gastritis', 'diseases', 'esophagus', 'stomach', 'duodenum', 'diseases', 'digestive', 'system']"
digest,"['k296', 'gastritis', 'diseases', 'esophagus', 'stomach', 'duodenum', 'diseases', 'digestive', 'system']"
digest,"['k297', 'gastritis', 'unspecified', 'diseases', 'esophagus', 'stomach', 'duodenum', 'diseases', 'digestive', 'system']"
digest,"['k298', 'duodenitis', 'diseases', 'esophagus', 'stomach', 'duodenum', 'diseases', 'digestive', 'system']"
digest,"['k311', 'adult', 'hypertrophic', 'pyloric', 'stenosis', 'diseases', 'esophagus', 'stomach', 'duodenum', 'diseases', 'digestive', 'system']"
digest,"['k315', 'obstruction', 'duodenum', 'diseases', 'esophagus', 'stomach', 'duodenum', 'diseases', 'digestive', 'system']"
digest,"['k316', 'fistula', 'stomach', 'duodenum', 'diseases', 'esophagus', 'stomach', 'duodenum', 'diseases', 'digestive', 'system']"
digest,"['k317', 'polyp', 'stomach', 'duodenum', 'diseases', 'esophagus', 'stomach', 'duodenum', 'diseases', 'digestive', 'system']"
digest,"['k318', 'specified', 'diseases', 'stomach', 'duodenum', 'diseases', 'esophagus', 'stomach', 'duodenum', 'diseases', 'digestive', 'system']"
digest,"['k352', 'acute', 'appendicitis', 'generalized', 'peritonitis', 'diseases', 'appendix', 'diseases', 'digestive', 'system']"
digest,"['k353', 'acute', 'appendicitis', 'localized', 'peritonitis', 'diseases', 'appendix', 'diseases', 'digestive', 'system']"
digest,"['k358', 'unspecified', 'acute', 'appendicitis', 'diseases', 'appendix', 'diseases', 'digestive', 'system']"
digest,"['k36', 'appendicitis', 'diseases', 'appendix', 'diseases', 'digestive', 'system']"
digest,"['k37', 'unspecified', 'appendicitis', 'diseases', 'appendix', 'diseases', 'digestive', 'system']"
digest,"['k389', 'disease', 'appendix', 'unspecified', 'diseases', 'appendix', 'diseases', 'digestive', 'system']"
digest,"['k403', 'unilateral', 'inguinal', 'hernia', 'obstruction', 'without', 'gangrene', 'hernia', 'diseases', 'digestive', 'system']"
digest,"['k409', 'unilateral', 'inguinal', 'hernia', 'without', 'obstruction', 'gangrene', 'hernia', 'diseases', 'digestive', 'system']"
digest,"['k413', 'unilateral', 'femoral', 'hernia', 'obstruction', 'without', 'gangrene', 'hernia', 'diseases', 'digestive', 'system']"
digest,"['k414', 'unilateral', 'femoral', 'hernia', 'gangrene', 'hernia', 'diseases', 'digestive', 'system']"
digest,"['k421', 'umbilical', 'hernia', 'gangrene', 'hernia', 'diseases', 'digestive', 'system']"
digest,"['k429', 'umbilical', 'hernia', 'without', 'obstruction', 'gangrene', 'hernia', 'diseases', 'digestive', 'system']"
otherncd,"['k431', 'incisional', 'hernia', 'gangrene', 'hernia', 'diseases', 'digestive', 'system']"
otherncd,"['k439', 'ventral', 'hernia', 'without', 'obstruction', 'gangrene', 'hernia', 'diseases', 'digestive', 'system']"
digest,"['k441', 'diaphragmatic', 'hernia', 'gangrene', 'hernia', 'diseases', 'digestive', 'system']"
digest,"['k449', 'diaphragmatic', 'hernia', 'without', 'obstruction', 'gangrene', 'hernia', 'diseases', 'digestive', 'system']"
digest,"['k458', 'specified', 'abdominal', 'hernia', 'without', 'obstruction', 'gangrene', 'hernia', 'diseases', 'digestive', 'system']"
digest,"['k461', 'unspecified', 'abdominal', 'hernia', 'gangrene', 'hernia', 'diseases', 'digestive', 'system']"
digest,"['k469', 'unspecified', 'abdominal', 'hernia', 'without', 'obstruction', 'gangrene', 'hernia', 'diseases', 'digestive', 'system']"
digest,"['k501', 'crohns', 'disease', 'large', 'intestine', 'noninfective', 'enteritis', 'colitis', 'diseases', 'digestive', 'system']"
digest,"['k509', 'crohns', 'disease', 'unspecified', 'noninfective', 'enteritis', 'colitis', 'diseases', 'digestive', 'system']"
digest,"['k518', 'ulcerative', 'colitis', 'noninfective', 'enteritis', 'colitis', 'diseases', 'digestive', 'system']"
digest,"['k519', 'ulcerative', 'colitis', 'unspecified', 'noninfective', 'enteritis', 'colitis', 'diseases', 'digestive', 'system']"
digest,"['k521', 'toxic', 'gastroenteritis', 'colitis', 'noninfective', 'enteritis', 'colitis', 'diseases', 'digestive', 'system']"
digest,"['k528', 'specified', 'noninfective', 'gastroenteritis', 'colitis', 'noninfective', 'enteritis', 'colitis', 'diseases', 'digestive', 'system']"
digest,"['k529', 'noninfective', 'gastroenteritis', 'colitis', 'unspecified', 'noninfective', 'enteritis', 'colitis', 'diseases', 'digestive', 'system']"
digest,"['k551', 'chronic', 'vascular', 'disorders', 'intestine', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
digest,"['k552', 'angiodysplasia', 'colon', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
digest,"['k559', 'vascular', 'disorder', 'intestine', 'unspecified', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
digest,"['k561', 'intussusception', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
digest,"['k562', 'volvulus', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
digest,"['k563', 'gallstone', 'ileus', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
digest,"['k564', 'impaction', 'intestine', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
digest,"['k565', 'intestinal', 'adhesions', 'bands', 'obstruction', 'postinfection', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
digest,"['k566', 'unspecified', 'intestinal', 'obstruction', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
digest,"['k567', 'ileus', 'unspecified', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
digest,"['k571', 'diverticular', 'disease', 'small', 'intestine', 'without', 'perforation', 'abscess', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
digest,"['k572', 'diverticulitis', 'large', 'intestine', 'perforation', 'abscess', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
digest,"['k573', 'diverticular', 'disease', 'large', 'intestine', 'without', 'perforation', 'abscess', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
digest,"['k578', 'diverticulitis', 'intestine', 'part', 'unspecified', 'perforation', 'abscess', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
digest,"['k579', 'diverticular', 'disease', 'intestine', 'part', 'unspecified', 'without', 'perforation', 'abscess', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
digest,"['k589', 'irritable', 'bowel', 'syndrome', 'without', 'diarrhea', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
digest,"['k593', 'megacolon', 'elsewhere', 'classified', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
digest,"['k598', 'specified', 'functional', 'intestinal', 'disorders', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
digest,"['k599', 'functional', 'intestinal', 'disorder', 'unspecified', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
digest,"['k604', 'rectal', 'fistula', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
digest,"['k605', 'anorectal', 'fistula', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
digest,"['k611', 'rectal', 'abscess', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
digest,"['k613', 'ischiorectal', 'abscess', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
neo,"['k621', 'rectal', 'polyp', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
digest,"['k623', 'rectal', 'prolapse', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
digest,"['k624', 'stenosis', 'anus', 'rectum', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
digest,"['k625', 'hemorrhage', 'anus', 'rectum', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
digest,"['k626', 'ulcer', 'anus', 'rectum', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
otherncd,"['k627', 'radiation', 'proctitis', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
digest,"['k628', 'specified', 'diseases', 'anus', 'rectum', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
digest,"['k629', 'disease', 'anus', 'rectum', 'unspecified', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
neo,"['k635', 'polyp', 'colon', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
digest,"['k643', 'fourth', 'degree', 'hemorrhoids', 'diseases', 'intestines', 'diseases', 'digestive', 'system']"
digest,"['k668', 'specified', 'disorders', 'peritoneum', 'diseases', 'peritoneum', 'retroperitoneum', 'diseases', 'digestive', 'system']"
digest,"['k701', 'alcoholic', 'hepatitis', 'diseases', 'liver', 'diseases', 'digestive', 'system']"
digest,"['k703', 'alcoholic', 'cirrhosis', 'liver', 'diseases', 'liver', 'diseases', 'digestive', 'system']"
digest,"['k743', 'primary', 'biliary', 'cirrhosis', 'diseases', 'liver', 'diseases', 'digestive', 'system']"
digest,"['k745', 'biliary', 'cirrhosis', 'unspecified', 'diseases', 'liver', 'diseases', 'digestive', 'system']"
digest,"['k746', 'unspecified', 'cirrhosis', 'liver', 'diseases', 'liver', 'diseases', 'digestive', 'system']"
infect,"['k753', 'granulomatous', 'hepatitis', 'elsewhere', 'classified', 'diseases', 'liver', 'diseases', 'digestive', 'system']"
digest,"['k754', 'autoimmune', 'hepatitis', 'diseases', 'liver', 'diseases', 'digestive', 'system']"
digest,"['k758', 'specified', 'inflammatory', 'liver', 'diseases', 'diseases', 'liver', 'diseases', 'digestive', 'system']"
digest,"['k759', 'inflammatory', 'liver', 'disease', 'unspecified', 'diseases', 'liver', 'diseases', 'digestive', 'system']"
digest,"['k761', 'chronic', 'passive', 'congestion', 'liver', 'diseases', 'liver', 'diseases', 'digestive', 'system']"
infect,"['k763', 'infarction', 'liver', 'diseases', 'liver', 'diseases', 'digestive', 'system']"
digest,"['k766', 'portal', 'hypertension', 'diseases', 'liver', 'diseases', 'digestive', 'system']"
digest,"['k767', 'hepatorenal', 'syndrome', 'diseases', 'liver', 'diseases', 'digestive', 'system']"
digest,"['k768', 'specified', 'diseases', 'liver', 'diseases', 'liver', 'diseases', 'digestive', 'system']"
digest,"['k769', 'liver', 'disease', 'unspecified', 'diseases', 'liver', 'diseases', 'digestive', 'system']"
digest,"['k801', 'calculus', 'gallbladder', 'cholecystitis', 'disorders', 'gallbladder', 'biliary', 'tract', 'pancreas', 'diseases', 'digestive', 'system']"
digest,"['k802', 'calculus', 'gallbladder', 'without', 'cholecystitis', 'disorders', 'gallbladder', 'biliary', 'tract', 'pancreas', 'diseases', 'digestive', 'system']"
digest,"['k803', 'calculus', 'bile', 'duct', 'cholangitis', 'disorders', 'gallbladder', 'biliary', 'tract', 'pancreas', 'diseases', 'digestive', 'system']"
digest,"['k804', 'calculus', 'bile', 'duct', 'cholecystitis', 'disorders', 'gallbladder', 'biliary', 'tract', 'pancreas', 'diseases', 'digestive', 'system']"
digest,"['k805', 'calculus', 'bile', 'duct', 'without', 'cholangitis', 'cholecystitis', 'disorders', 'gallbladder', 'biliary', 'tract', 'pancreas', 'diseases', 'digestive', 'system']"
digest,"['k811', 'chronic', 'cholecystitis', 'disorders', 'gallbladder', 'biliary', 'tract', 'pancreas', 'diseases', 'digestive', 'system']"
digest,"['k819', 'cholecystitis', 'unspecified', 'disorders', 'gallbladder', 'biliary', 'tract', 'pancreas', 'diseases', 'digestive', 'system']"
digest,"['k822', 'perforation', 'gallbladder', 'disorders', 'gallbladder', 'biliary', 'tract', 'pancreas', 'diseases', 'digestive', 'system']"
digest,"['k823', 'fistula', 'gallbladder', 'disorders', 'gallbladder', 'biliary', 'tract', 'pancreas', 'diseases', 'digestive', 'system']"
digest,"['k828', 'specified', 'diseases', 'gallbladder', 'disorders', 'gallbladder', 'biliary', 'tract', 'pancreas', 'diseases', 'digestive', 'system']"
digest,"['k829', 'disease', 'gallbladder', 'unspecified', 'disorders', 'gallbladder', 'biliary', 'tract', 'pancreas', 'diseases', 'digestive', 'system']"
digest,"['k831', 'obstruction', 'bile', 'duct', 'disorders', 'gallbladder', 'biliary', 'tract', 'pancreas', 'diseases', 'digestive', 'system']"
digest,"['k833', 'fistula', 'bile', 'duct', 'disorders', 'gallbladder', 'biliary', 'tract', 'pancreas', 'diseases', 'digestive', 'system']"
digest,"['k838', 'specified', 'diseases', 'biliary', 'tract', 'disorders', 'gallbladder', 'biliary', 'tract', 'pancreas', 'diseases', 'digestive', 'system']"
digest,"['k839', 'disease', 'biliary', 'tract', 'unspecified', 'disorders', 'gallbladder', 'biliary', 'tract', 'pancreas', 'diseases', 'digestive', 'system']"
digest,"['k85', 'acute', 'pancreatitis', 'disorders', 'gallbladder', 'biliary', 'tract', 'pancreas', 'diseases', 'digestive', 'system']"
digest,"['k851', 'biliary', 'acute', 'pancreatitis', 'disorders', 'gallbladder', 'biliary', 'tract', 'pancreas', 'diseases', 'digestive', 'system']"
digest,"['k852', 'alcohol', 'induced', 'acute', 'pancreatitis', 'disorders', 'gallbladder', 'biliary', 'tract', 'pancreas', 'diseases', 'digestive', 'system']"
digest,"['k859', 'acute', 'pancreatitis', 'unspecified', 'disorders', 'gallbladder', 'biliary', 'tract', 'pancreas', 'diseases', 'digestive', 'system']"
digest,"['k861', 'chronic', 'pancreatitis', 'disorders', 'gallbladder', 'biliary', 'tract', 'pancreas', 'diseases', 'digestive', 'system']"
digest,"['k862', 'cyst', 'pancreas', 'disorders', 'gallbladder', 'biliary', 'tract', 'pancreas', 'diseases', 'digestive', 'system']"
digest,"['k863', 'pseudocyst', 'pancreas', 'disorders', 'gallbladder', 'biliary', 'tract', 'pancreas', 'diseases', 'digestive', 'system']"
digest,"['k868', 'specified', 'diseases', 'pancreas', 'disorders', 'gallbladder', 'biliary', 'tract', 'pancreas', 'diseases', 'digestive', 'system']"
digest,"['k869', 'disease', 'pancreas', 'unspecified', 'disorders', 'gallbladder', 'biliary', 'tract', 'pancreas', 'diseases', 'digestive', 'system']"
digest,"['k901', 'tropical', 'sprue', 'diseases', 'digestive', 'system', 'diseases', 'digestive', 'system']"
digest,"['k902', 'blind', 'loop', 'syndrome', 'elsewhere', 'classified', 'diseases', 'digestive', 'system', 'diseases', 'digestive', 'system']"
digest,"['k909', 'intestinal', 'malabsorption', 'unspecified', 'diseases', 'digestive', 'system', 'diseases', 'digestive', 'system']"
digest,"['k928', 'specified', 'diseases', 'digestive', 'system', 'diseases', 'digestive', 'system', 'diseases', 'digestive', 'system']"
skin,"['l021', 'cutaneous', 'abscess', 'furuncle', 'carbuncle', 'neck', 'infections', 'skin', 'subcutaneous', 'tissue', 'diseases', 'skin', 'subcutaneous', 'tissue']"
skin,"['l022', 'cutaneous', 'abscess', 'furuncle', 'carbuncle', 'trunk', 'infections', 'skin', 'subcutaneous', 'tissue', 'diseases', 'skin', 'subcutaneous', 'tissue']"
skin,"['l023', 'cutaneous', 'abscess', 'furuncle', 'carbuncle', 'buttock', 'infections', 'skin', 'subcutaneous', 'tissue', 'diseases', 'skin', 'subcutaneous', 'tissue']"
skin,"['l024', 'cutaneous', 'abscess', 'furuncle', 'carbuncle', 'limb', 'infections', 'skin', 'subcutaneous', 'tissue', 'diseases', 'skin', 'subcutaneous', 'tissue']"
skin,"['l028', 'cutaneous', 'abscess', 'furuncle', 'carbuncle', 'sites', 'infections', 'skin', 'subcutaneous', 'tissue', 'diseases', 'skin', 'subcutaneous', 'tissue']"
skin,"['l029', 'cutaneous', 'abscess', 'furuncle', 'carbuncle', 'unspecified', 'infections', 'skin', 'subcutaneous', 'tissue', 'diseases', 'skin', 'subcutaneous', 'tissue']"
skin,"['l031', 'cellulitis', 'acute', 'lymphangitis', 'parts', 'limb', 'infections', 'skin', 'subcutaneous', 'tissue', 'diseases', 'skin', 'subcutaneous', 'tissue']"
skin,"['l032', 'cellulitis', 'acute', 'lymphangitis', 'face', 'neck', 'infections', 'skin', 'subcutaneous', 'tissue', 'diseases', 'skin', 'subcutaneous', 'tissue']"
skin,"['l033', 'cellulitis', 'acute', 'lymphangitis', 'trunk', 'infections', 'skin', 'subcutaneous', 'tissue', 'diseases', 'skin', 'subcutaneous', 'tissue']"
skin,"['l038', 'cellulitis', 'acute', 'lymphangitis', 'sites', 'infections', 'skin', 'subcutaneous', 'tissue', 'diseases', 'skin', 'subcutaneous', 'tissue']"
skin,"['l039', 'cellulitis', 'acute', 'lymphangitis', 'unspecified', 'infections', 'skin', 'subcutaneous', 'tissue', 'diseases', 'skin', 'subcutaneous', 'tissue']"
skin,"['l048', 'acute', 'lymphadenitis', 'sites', 'infections', 'skin', 'subcutaneous', 'tissue', 'diseases', 'skin', 'subcutaneous', 'tissue']"
skin,"['l088', 'specified', 'local', 'infections', 'skin', 'subcutaneous', 'tissue', 'infections', 'skin', 'subcutaneous', 'tissue', 'diseases', 'skin', 'subcutaneous', 'tissue']"
skin,"['l089', 'local', 'infection', 'skin', 'subcutaneous', 'tissue', 'unspecified', 'infections', 'skin', 'subcutaneous', 'tissue', 'diseases', 'skin', 'subcutaneous', 'tissue']"
skin,"['l109', 'pemphigus', 'unspecified', 'bullous', 'disorders', 'diseases', 'skin', 'subcutaneous', 'tissue']"
skin,"['l129', 'pemphigoid', 'unspecified', 'bullous', 'disorders', 'diseases', 'skin', 'subcutaneous', 'tissue']"
skin,"['l138', 'specified', 'bullous', 'disorders', 'bullous', 'disorders', 'diseases', 'skin', 'subcutaneous', 'tissue']"
skin,"['l22', 'diaper', 'dermatitis', 'dermatitis', 'eczema', 'diseases', 'skin', 'subcutaneous', 'tissue']"
skin,"['l26', 'exfoliative', 'dermatitis', 'dermatitis', 'eczema', 'diseases', 'skin', 'subcutaneous', 'tissue']"
skin,"['l511', 'stevensjohnson', 'syndrome', 'urticaria', 'erythema', 'diseases', 'skin', 'subcutaneous', 'tissue']"
skin,"['l512', 'toxic', 'epidermal', 'necrolysis', 'lyell', 'urticaria', 'erythema', 'diseases', 'skin', 'subcutaneous', 'tissue']"
skin,"['l82', 'seborrheic', 'keratosis', 'disorders', 'skin', 'subcutaneous', 'tissue', 'diseases', 'skin', 'subcutaneous', 'tissue']"
skin,"['l89', 'pressure', 'ulcer', 'disorders', 'skin', 'subcutaneous', 'tissue', 'diseases', 'skin', 'subcutaneous', 'tissue']"
skin,"['l893', 'pressure', 'ulcer', 'buttock', 'disorders', 'skin', 'subcutaneous', 'tissue', 'diseases', 'skin', 'subcutaneous', 'tissue']"
skin,"['l899', 'pressure', 'ulcer', 'unspecified', 'site', 'disorders', 'skin', 'subcutaneous', 'tissue', 'diseases', 'skin', 'subcutaneous', 'tissue']"
skin,"['l97', 'nonpressure', 'chronic', 'ulcer', 'lower', 'limb', 'elsewhere', 'classified', 'disorders', 'skin', 'subcutaneous', 'tissue', 'diseases', 'skin', 'subcutaneous', 'tissue']"
skin,"['l982', 'febrile', 'neutrophilic', 'dermatosis', 'sweet', 'disorders', 'skin', 'subcutaneous', 'tissue', 'diseases', 'skin', 'subcutaneous', 'tissue']"
skin,"['l984', 'nonpressure', 'chronic', 'ulcer', 'skin', 'elsewhere', 'classified', 'disorders', 'skin', 'subcutaneous', 'tissue', 'diseases', 'skin', 'subcutaneous', 'tissue']"
msk,"['m009', 'pyogenic', 'arthritis', 'unspecified', 'infectious', 'arthropathies', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
msk,"['m051', 'rheumatoid', 'lung', 'disease', 'rheumatoid', 'arthritis', 'inflammatory', 'polyarthropathies', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
msk,"['m052', 'rheumatoid', 'vasculitis', 'rheumatoid', 'arthritis', 'inflammatory', 'polyarthropathies', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
msk,"['m053', 'rheumatoid', 'heart', 'disease', 'rheumatoid', 'arthritis', 'inflammatory', 'polyarthropathies', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
msk,"['m064', 'inflammatory', 'polyarthropathy', 'inflammatory', 'polyarthropathies', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
msk,"['m069', 'rheumatoid', 'arthritis', 'unspecified', 'inflammatory', 'polyarthropathies', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
msk,"['m301', 'polyarteritis', 'lung', 'involvement', 'churgstrauss', 'systemic', 'connective', 'tissue', 'disorders', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
msk,"['m311', 'thrombotic', 'microangiopathy', 'systemic', 'connective', 'tissue', 'disorders', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
msk,"['m313', 'wegeners', 'granulomatosis', 'systemic', 'connective', 'tissue', 'disorders', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
msk,"['m316', 'giant', 'cell', 'arteritis', 'systemic', 'connective', 'tissue', 'disorders', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
msk,"['m317', 'microscopic', 'polyangiitis', 'systemic', 'connective', 'tissue', 'disorders', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
msk,"['m321', 'systemic', 'lupus', 'erythematosus', 'organ', 'system', 'involvement', 'systemic', 'connective', 'tissue', 'disorders', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
msk,"['m329', 'systemic', 'lupus', 'erythematosus', 'unspecified', 'systemic', 'connective', 'tissue', 'disorders', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
neuro,"['m331', 'dermatomyositis', 'systemic', 'connective', 'tissue', 'disorders', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
neuro,"['m332', 'polymyositis', 'systemic', 'connective', 'tissue', 'disorders', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
msk,"['m341', 'crest', 'syndrome', 'systemic', 'connective', 'tissue', 'disorders', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
msk,"['m348', 'forms', 'systemic', 'sclerosis', 'systemic', 'connective', 'tissue', 'disorders', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
msk,"['m349', 'systemic', 'sclerosis', 'unspecified', 'systemic', 'connective', 'tissue', 'disorders', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
msk,"['m351', 'overlap', 'syndromes', 'systemic', 'connective', 'tissue', 'disorders', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
msk,"['m352', 'behcets', 'disease', 'systemic', 'connective', 'tissue', 'disorders', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
msk,"['m353', 'polymyalgia', 'rheumatica', 'systemic', 'connective', 'tissue', 'disorders', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
msk,"['m354', 'diffuse', 'eosinophilic', 'fasciitis', 'systemic', 'connective', 'tissue', 'disorders', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
msk,"['m358', 'specified', 'systemic', 'involvement', 'connective', 'tissue', 'systemic', 'connective', 'tissue', 'disorders', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
msk,"['m359', 'systemic', 'involvement', 'connective', 'tissue', 'unspecified', 'systemic', 'connective', 'tissue', 'disorders', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
msk,"['m402', 'unspecified', 'kyphosis', 'deforming', 'dorsopathies', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
msk,"['m414', 'neuromuscular', 'scoliosis', 'deforming', 'dorsopathies', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
msk,"['m415', 'secondary', 'scoliosis', 'deforming', 'dorsopathies', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
msk,"['m419', 'scoliosis', 'unspecified', 'deforming', 'dorsopathies', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
msk,"['m431', 'spondylolisthesis', 'deforming', 'dorsopathies', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
skin,"['m726', 'necrotizing', 'fasciitis', 'soft', 'tissue', 'disorders', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
msk,"['m808', 'osteoporosis', 'current', 'pathological', 'fracture', 'disorders', 'bone', 'density', 'structure', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
msk,"['m818', 'osteoporosis', 'without', 'current', 'pathological', 'fracture', 'disorders', 'bone', 'density', 'structure', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
msk,"['m889', 'osteitis', 'deformans', 'unspecified', 'bone', 'osteopathies', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
msk,"['m898', 'specified', 'disorders', 'bone', 'osteopathies', 'diseases', 'musculoskeletal', 'system', 'connective', 'tissue']"
diab_ckd,"['n001', 'acute', 'nephritic', 'syndrome', 'focal', 'segmental', 'glomerular', 'lesions', 'glomerular', 'diseases', 'diseases', 'genitourinary', 'system']"
diab_ckd,"['n019', 'rapidly', 'progressive', 'nephritic', 'syndrome', 'unspecified', 'morphologic', 'changes', 'glomerular', 'diseases', 'diseases', 'genitourinary', 'system']"
otherncd,"['n028', 'recurrent', 'persistent', 'hematuria', 'morphologic', 'changes', 'glomerular', 'diseases', 'diseases', 'genitourinary', 'system']"
otherncd,"['n031', 'chronic', 'nephritic', 'syndrome', 'focal', 'segmental', 'glomerular', 'lesions', 'glomerular', 'diseases', 'diseases', 'genitourinary', 'system']"
otherncd,"['n039', 'chronic', 'nephritic', 'syndrome', 'unspecified', 'morphologic', 'changes', 'glomerular', 'diseases', 'diseases', 'genitourinary', 'system']"
diab_ckd,"['n048', 'nephrotic', 'syndrome', 'morphologic', 'changes', 'glomerular', 'diseases', 'diseases', 'genitourinary', 'system']"
otherncd,"['n049', 'nephrotic', 'syndrome', 'unspecified', 'morphologic', 'changes', 'glomerular', 'diseases', 'diseases', 'genitourinary', 'system']"
diab_ckd,"['n051', 'unspecified', 'nephritic', 'syndrome', 'focal', 'segmental', 'glomerular', 'lesions', 'glomerular', 'diseases', 'diseases', 'genitourinary', 'system']"
diab_ckd,"['n052', 'unspecified', 'nephritic', 'syndrome', 'diffuse', 'membranous', 'glomerulonephritis', 'glomerular', 'diseases', 'diseases', 'genitourinary', 'system']"
