code,causeid,short_desc,long_desc,three_digit,sub_chapter,chapter
J323,resp,Chronic sphenoidal sinusitis,Chronic sphenoidal sinusitis,J32,Other Diseases Of Upper Respiratory Tract,Diseases of the respiratory system
J329,resp,"Chronic sinusitis, unspecified","Chronic sinusitis, unspecified",J32,Other Diseases Of Upper Respiratory Tract,Diseases of the respiratory system
J348,resp,Other specified disorders of nose and nasal sinuses,Other specified disorders of nose and nasal sinuses,J34,Other Diseases Of Upper Respiratory Tract,Diseases of the respiratory system
J380,none,Paralysis of vocal cords and larynx,Paralysis of vocal cords and larynx,J38,Other Diseases Of Upper Respiratory Tract,Diseases of the respiratory system
J383,resp,Other diseases of vocal cords,Other diseases of vocal cords,J38,Other Diseases Of Upper Respiratory Tract,Diseases of the respiratory system
J385,resp,Laryngeal spasm,Laryngeal spasm,J38,Other Diseases Of Upper Respiratory Tract,Diseases of the respiratory system
J386,resp,Stenosis of larynx,Stenosis of larynx,J38,Other Diseases Of Upper Respiratory Tract,Diseases of the respiratory system
J387,resp,Other diseases of larynx,Other diseases of larynx,J38,Other Diseases Of Upper Respiratory Tract,Diseases of the respiratory system
J390,none,Retropharyngeal and parapharyngeal abscess,Retropharyngeal and parapharyngeal abscess,J39,Other Diseases Of Upper Respiratory Tract,Diseases of the respiratory system
J391,resp,Other abscess of pharynx,Other abscess of pharynx,J39,Other Diseases Of Upper Respiratory Tract,Diseases of the respiratory system
J392,resp,Other diseases of pharynx,Other diseases of pharynx,J39,Other Diseases Of Upper Respiratory Tract,Diseases of the respiratory system
J398,resp,Other specified diseases of upper respiratory tract,Other specified diseases of upper respiratory tract,J39,Other Diseases Of Upper Respiratory Tract,Diseases of the respiratory system
J40,none,"Bronchitis, not specified as acute or chronic","Bronchitis, not specified as acute or chronic",J40,Chronic Lower Respiratory Diseases,Diseases of the respiratory system
J42,respinfect,Unspecified chronic bronchitis,Unspecified chronic bronchitis,J42,Chronic Lower Respiratory Diseases,Diseases of the respiratory system
J430,none,Unilateral pulmonary emphysema [MacLeod's syndrome],Unilateral pulmonary emphysema [MacLeod's syndrome],J43,Chronic Lower Respiratory Diseases,Diseases of the respiratory system
J432,resp,Centrilobular emphysema,Centrilobular emphysema,J43,Chronic Lower Respiratory Diseases,Diseases of the respiratory system
J439,resp,"Emphysema, unspecified","Emphysema, unspecified",J43,Chronic Lower Respiratory Diseases,Diseases of the respiratory system
J440,none,Chronic obstructive pulmon disease w acute lower resp infct,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44,Chronic Lower Respiratory Diseases,Diseases of the respiratory system
J441,resp,Chronic obstructive pulmonary disease w (acute) exacerbation,Chronic obstructive pulmonary disease with (acute) exacerbation,J44,Chronic Lower Respiratory Diseases,Diseases of the respiratory system
J448,resp,NA,NA,NA,NA,NA
J449,resp,"Chronic obstructive pulmonary disease, unspecified","Chronic obstructive pulmonary disease, unspecified",J44,Chronic Lower Respiratory Diseases,Diseases of the respiratory system
J450,none,NA,NA,NA,NA,NA
J451,resp,NA,NA,NA,NA,NA
J459,resp,Other and unspecified asthma,Other and unspecified asthma,J45,Chronic Lower Respiratory Diseases,Diseases of the respiratory system
J46,resp,NA,NA,NA,NA,NA
J47,none,Bronchiectasis,Bronchiectasis,J47,Chronic Lower Respiratory Diseases,Diseases of the respiratory system
J61,respinfect,Pneumoconiosis due to asbestos and other mineral fibers,Pneumoconiosis due to asbestos and other mineral fibers,J61,Lung Diseases Due To External Agents,Diseases of the respiratory system
J620,none,Pneumoconiosis due to talc dust,Pneumoconiosis due to talc dust,J62,Lung Diseases Due To External Agents,Diseases of the respiratory system
J628,resp,Pneumoconiosis due to other dust containing silica,Pneumoconiosis due to other dust containing silica,J62,Lung Diseases Due To External Agents,Diseases of the respiratory system
J64,respinfect,Unspecified pneumoconiosis,Unspecified pneumoconiosis,J64,Lung Diseases Due To External Agents,Diseases of the respiratory system
J678,resp,Hypersensitivity pneumonitis due to other organic dusts,Hypersensitivity pneumonitis due to other organic dusts,J67,Lung Diseases Due To External Agents,Diseases of the respiratory system
J679,resp,Hypersensitivity pneumonitis due to unspecified organic dust,Hypersensitivity pneumonitis due to unspecified organic dust,J67,Lung Diseases Due To External Agents,Diseases of the respiratory system
J684,resp,"Chronic resp cond due to chemicals, gases, fumes and vapors","Chronic respiratory conditions due to chemicals, gases, fumes and vapors",J68,Lung Diseases Due To External Agents,Diseases of the respiratory system
J690,none,Pneumonitis due to inhalation of food and vomit,Pneumonitis due to inhalation of food and vomit,J69,Lung Diseases Due To External Agents,Diseases of the respiratory system
J700,none,Acute pulmonary manifestations due to radiation,Acute pulmonary manifestations due to radiation,J70,Lung Diseases Due To External Agents,Diseases of the respiratory system
J701,otherncd,Chronic and other pulmonary manifestations due to radiation,Chronic and other pulmonary manifestations due to radiation,J70,Lung Diseases Due To External Agents,Diseases of the respiratory system
J80,none,Acute respiratory distress syndrome,Acute respiratory distress syndrome,J80,Other Respiratory Diseases Principally Affecting The Interstitium,Diseases of the respiratory system
J81,none,Pulmonary edema,Pulmonary edema,J81,Other Respiratory Diseases Principally Affecting The Interstitium,Diseases of the respiratory system
J82,resp,"Pulmonary eosinophilia, not elsewhere classified","Pulmonary eosinophilia, not elsewhere classified",J82,Other Respiratory Diseases Principally Affecting The Interstitium,Diseases of the respiratory system
J840,none,Alveolar and parieto-alveolar conditions,Alveolar and parieto-alveolar conditions,J84,Other Respiratory Diseases Principally Affecting The Interstitium,Diseases of the respiratory system
J841,resp,Other interstitial pulmonary diseases with fibrosis,Other interstitial pulmonary diseases with fibrosis,J84,Other Respiratory Diseases Principally Affecting The Interstitium,Diseases of the respiratory system
J848,resp,Other specified interstitial pulmonary diseases,Other specified interstitial pulmonary diseases,J84,Other Respiratory Diseases Principally Affecting The Interstitium,Diseases of the respiratory system
J849,resp,"Interstitial pulmonary disease, unspecified","Interstitial pulmonary disease, unspecified",J84,Other Respiratory Diseases Principally Affecting The Interstitium,Diseases of the respiratory system
J850,none,Gangrene and necrosis of lung,Gangrene and necrosis of lung,J85,Suppurative And Necrotic Conditions Of The Lower Respiratory Tract,Diseases of the respiratory system
J851,none,Abscess of lung with pneumonia,Abscess of lung with pneumonia,J85,Suppurative And Necrotic Conditions Of The Lower Respiratory Tract,Diseases of the respiratory system
J852,none,Abscess of lung without pneumonia,Abscess of lung without pneumonia,J85,Suppurative And Necrotic Conditions Of The Lower Respiratory Tract,Diseases of the respiratory system
J860,none,Pyothorax with fistula,Pyothorax with fistula,J86,Suppurative And Necrotic Conditions Of The Lower Respiratory Tract,Diseases of the respiratory system
J869,none,Pyothorax without fistula,Pyothorax without fistula,J86,Suppurative And Necrotic Conditions Of The Lower Respiratory Tract,Diseases of the respiratory system
J90,none,"Pleural effusion, not elsewhere classified","Pleural effusion, not elsewhere classified",J90,Other Diseases Of The Pleura,Diseases of the respiratory system
J920,none,Pleural plaque with presence of asbestos,Pleural plaque with presence of asbestos,J92,Other Diseases Of The Pleura,Diseases of the respiratory system
J931,none,Other spontaneous pneumothorax,Other spontaneous pneumothorax,J93,Other Diseases Of The Pleura,Diseases of the respiratory system
J938,none,Other pneumothorax and air leak,Other pneumothorax and air leak,J93,Other Diseases Of The Pleura,Diseases of the respiratory system
J939,none,"Pneumothorax, unspecified","Pneumothorax, unspecified",J93,Other Diseases Of The Pleura,Diseases of the respiratory system
J941,none,Fibrothorax,Fibrothorax,J94,Other Diseases Of The Pleura,Diseases of the respiratory system
J942,none,Hemothorax,Hemothorax,J94,Other Diseases Of The Pleura,Diseases of the respiratory system
J948,none,Other specified pleural conditions,Other specified pleural conditions,J94,Other Diseases Of The Pleura,Diseases of the respiratory system
J949,none,"Pleural condition, unspecified","Pleural condition, unspecified",J94,Other Diseases Of The Pleura,Diseases of the respiratory system
J960,none,Acute respiratory failure,Acute respiratory failure,J96,Other Diseases Of The Respiratory System,Diseases of the respiratory system
J961,none,Chronic respiratory failure,Chronic respiratory failure,J96,Other Diseases Of The Respiratory System,Diseases of the respiratory system
J969,none,"Respiratory failure, unspecified","Respiratory failure, unspecified",J96,Other Diseases Of The Respiratory System,Diseases of the respiratory system
J980,none,"Diseases of bronchus, not elsewhere classified","Diseases of bronchus, not elsewhere classified",J98,Other Diseases Of The Respiratory System,Diseases of the respiratory system
J981,none,Pulmonary collapse,Pulmonary collapse,J98,Other Diseases Of The Respiratory System,Diseases of the respiratory system
J982,none,Interstitial emphysema,Interstitial emphysema,J98,Other Diseases Of The Respiratory System,Diseases of the respiratory system
J984,none,Other disorders of lung,Other disorders of lung,J98,Other Diseases Of The Respiratory System,Diseases of the respiratory system
J985,none,"Diseases of mediastinum, not elsewhere classified","Diseases of mediastinum, not elsewhere classified",J98,Other Diseases Of The Respiratory System,Diseases of the respiratory system
J986,none,Disorders of diaphragm,Disorders of diaphragm,J98,Other Diseases Of The Respiratory System,Diseases of the respiratory system
J988,none,Other specified respiratory disorders,Other specified respiratory disorders,J98,Other Diseases Of The Respiratory System,Diseases of the respiratory system
J989,none,"Respiratory disorder, unspecified","Respiratory disorder, unspecified",J98,Other Diseases Of The Respiratory System,Diseases of the respiratory system
K029,digest,"Dental caries, unspecified","Dental caries, unspecified",K02,Diseases Of Oral Cavity And Salivary Glands,Diseases of the digestive system
K039,none,"Disease of hard tissues of teeth, unspecified","Disease of hard tissues of teeth, unspecified",K03,Diseases Of Oral Cavity And Salivary Glands,Diseases of the digestive system
K047,none,Periapical abscess without sinus,Periapical abscess without sinus,K04,Diseases Of Oral Cavity And Salivary Glands,Diseases of the digestive system
K049,none,Other and unsp diseases of pulp and periapical tissues,Other and unspecified diseases of pulp and periapical tissues,K04,Diseases Of Oral Cavity And Salivary Glands,Diseases of the digestive system
K051,digest,Chronic gingivitis,Chronic gingivitis,K05,Diseases Of Oral Cavity And Salivary Glands,Diseases of the digestive system
K056,digest,"Periodontal disease, unspecified","Periodontal disease, unspecified",K05,Diseases Of Oral Cavity And Salivary Glands,Diseases of the digestive system
K088,none,Other specified disorders of teeth and supporting structures,Other specified disorders of teeth and supporting structures,K08,Diseases Of Oral Cavity And Salivary Glands,Diseases of the digestive system
K089,none,"Disorder of teeth and supporting structures, unspecified","Disorder of teeth and supporting structures, unspecified",K08,Diseases Of Oral Cavity And Salivary Glands,Diseases of the digestive system
K102,none,NA,NA,NA,NA,NA
K112,none,Sialoadenitis,Sialoadenitis,K11,Diseases Of Oral Cavity And Salivary Glands,Diseases of the digestive system
K113,none,Abscess of salivary gland,Abscess of salivary gland,K11,Diseases Of Oral Cavity And Salivary Glands,Diseases of the digestive system
K119,none,"Disease of salivary gland, unspecified","Disease of salivary gland, unspecified",K11,Diseases Of Oral Cavity And Salivary Glands,Diseases of the digestive system
K120,none,Recurrent oral aphthae,Recurrent oral aphthae,K12,Diseases Of Oral Cavity And Salivary Glands,Diseases of the digestive system
K121,none,Other forms of stomatitis,Other forms of stomatitis,K12,Diseases Of Oral Cavity And Salivary Glands,Diseases of the digestive system
K122,none,Cellulitis and abscess of mouth,Cellulitis and abscess of mouth,K12,Diseases Of Oral Cavity And Salivary Glands,Diseases of the digestive system
K20,digest,Esophagitis,Esophagitis,K20,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K210,none,Gastro-esophageal reflux disease with esophagitis,Gastro-esophageal reflux disease with esophagitis,K21,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K219,digest,Gastro-esophageal reflux disease without esophagitis,Gastro-esophageal reflux disease without esophagitis,K21,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K220,none,Achalasia of cardia,Achalasia of cardia,K22,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K221,digest,Ulcer of esophagus,Ulcer of esophagus,K22,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K222,digest,Esophageal obstruction,Esophageal obstruction,K22,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K223,digest,Perforation of esophagus,Perforation of esophagus,K22,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K224,digest,Dyskinesia of esophagus,Dyskinesia of esophagus,K22,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K225,digest,"Diverticulum of esophagus, acquired","Diverticulum of esophagus, acquired",K22,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K226,digest,Gastro-esophageal laceration-hemorrhage syndrome,Gastro-esophageal laceration-hemorrhage syndrome,K22,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K227,digest,Barrett's esophagus,Barrett's esophagus,K22,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K228,digest,Other specified diseases of esophagus,Other specified diseases of esophagus,K22,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K229,digest,"Disease of esophagus, unspecified","Disease of esophagus, unspecified",K22,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K250,none,Acute gastric ulcer with hemorrhage,Acute gastric ulcer with hemorrhage,K25,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K254,digest,Chronic or unspecified gastric ulcer with hemorrhage,Chronic or unspecified gastric ulcer with hemorrhage,K25,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K255,digest,Chronic or unspecified gastric ulcer with perforation,Chronic or unspecified gastric ulcer with perforation,K25,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K256,digest,Chronic or unsp gastric ulcer w both hemorrhage and perf,Chronic or unspecified gastric ulcer with both hemorrhage and perforation,K25,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K259,digest,"Gastric ulcer, unsp as acute or chronic, w/o hemor or perf","Gastric ulcer, unspecified as acute or chronic, without hemorrhage or perforation",K25,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K260,none,Acute duodenal ulcer with hemorrhage,Acute duodenal ulcer with hemorrhage,K26,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K261,digest,Acute duodenal ulcer with perforation,Acute duodenal ulcer with perforation,K26,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K264,digest,Chronic or unspecified duodenal ulcer with hemorrhage,Chronic or unspecified duodenal ulcer with hemorrhage,K26,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K265,digest,Chronic or unspecified duodenal ulcer with perforation,Chronic or unspecified duodenal ulcer with perforation,K26,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K266,digest,Chronic or unsp duodenal ulcer w both hemorrhage and perf,Chronic or unspecified duodenal ulcer with both hemorrhage and perforation,K26,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K267,digest,Chronic duodenal ulcer without hemorrhage or perforation,Chronic duodenal ulcer without hemorrhage or perforation,K26,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K269,digest,"Duodenal ulcer, unsp as acute or chronic, w/o hemor or perf","Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation",K26,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K270,none,"Acute peptic ulcer, site unspecified, with hemorrhage","Acute peptic ulcer, site unspecified, with hemorrhage",K27,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K274,digest,"Chronic or unsp peptic ulcer, site unsp, with hemorrhage","Chronic or unspecified peptic ulcer, site unspecified, with hemorrhage",K27,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K275,digest,"Chronic or unsp peptic ulcer, site unsp, with perforation","Chronic or unspecified peptic ulcer, site unspecified, with perforation",K27,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K276,digest,"Chr or unsp peptic ulcer, site unsp, w both hemor and perf","Chronic or unspecified peptic ulcer, site unspecified, with both hemorrhage and perforation",K27,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K279,digest,"Peptic ulc, site unsp, unsp as ac or chr, w/o hemor or perf","Peptic ulcer, site unspecified, unspecified as acute or chronic, without hemorrhage or perforation",K27,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K280,none,Acute gastrojejunal ulcer with hemorrhage,Acute gastrojejunal ulcer with hemorrhage,K28,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K284,digest,Chronic or unspecified gastrojejunal ulcer with hemorrhage,Chronic or unspecified gastrojejunal ulcer with hemorrhage,K28,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K289,digest,"Gastrojejunal ulcer, unsp as acute or chr, w/o hemor or perf","Gastrojejunal ulcer, unspecified as acute or chronic, without hemorrhage or perforation",K28,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K290,none,Acute gastritis,Acute gastritis,K29,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K291,digest,NA,NA,NA,NA,NA
K292,digest,Alcoholic gastritis,Alcoholic gastritis,K29,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K294,digest,Chronic atrophic gastritis,Chronic atrophic gastritis,K29,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K295,digest,Unspecified chronic gastritis,Unspecified chronic gastritis,K29,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K296,digest,Other gastritis,Other gastritis,K29,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K297,digest,"Gastritis, unspecified","Gastritis, unspecified",K29,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K298,digest,Duodenitis,Duodenitis,K29,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K30,none,Functional dyspepsia,Functional dyspepsia,K30,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K310,none,Acute dilatation of stomach,Acute dilatation of stomach,K31,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K311,digest,Adult hypertrophic pyloric stenosis,Adult hypertrophic pyloric stenosis,K31,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K315,digest,Obstruction of duodenum,Obstruction of duodenum,K31,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K316,digest,Fistula of stomach and duodenum,Fistula of stomach and duodenum,K31,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K317,digest,Polyp of stomach and duodenum,Polyp of stomach and duodenum,K31,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K318,digest,Other specified diseases of stomach and duodenum,Other specified diseases of stomach and duodenum,K31,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K319,none,"Disease of stomach and duodenum, unspecified","Disease of stomach and duodenum, unspecified",K31,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system
K350,none,NA,NA,NA,NA,NA
K352,digest,Acute appendicitis with generalized peritonitis,Acute appendicitis with generalized peritonitis,K35,Diseases Of Appendix,Diseases of the digestive system
K353,digest,Acute appendicitis with localized peritonitis,Acute appendicitis with localized peritonitis,K35,Diseases Of Appendix,Diseases of the digestive system
K358,digest,Other and unspecified acute appendicitis,Other and unspecified acute appendicitis,K35,Diseases Of Appendix,Diseases of the digestive system
K359,digest,NA,NA,NA,NA,NA
K36,digest,Other appendicitis,Other appendicitis,K36,Diseases Of Appendix,Diseases of the digestive system
K37,digest,Unspecified appendicitis,Unspecified appendicitis,K37,Diseases Of Appendix,Diseases of the digestive system
K389,digest,"Disease of appendix, unspecified","Disease of appendix, unspecified",K38,Diseases Of Appendix,Diseases of the digestive system
K403,digest,"Unilateral inguinal hernia, with obstruction, w/o gangrene","Unilateral inguinal hernia, with obstruction, without gangrene",K40,Hernia,Diseases of the digestive system
K409,digest,"Unilateral inguinal hernia, without obstruction or gangrene","Unilateral inguinal hernia, without obstruction or gangrene",K40,Hernia,Diseases of the digestive system
K413,digest,"Unilateral femoral hernia, with obstruction, w/o gangrene","Unilateral femoral hernia, with obstruction, without gangrene",K41,Hernia,Diseases of the digestive system
K414,digest,"Unilateral femoral hernia, with gangrene","Unilateral femoral hernia, with gangrene",K41,Hernia,Diseases of the digestive system
K420,none,"Umbilical hernia with obstruction, without gangrene","Umbilical hernia with obstruction, without gangrene",K42,Hernia,Diseases of the digestive system
K421,digest,Umbilical hernia with gangrene,Umbilical hernia with gangrene,K42,Hernia,Diseases of the digestive system
K429,digest,Umbilical hernia without obstruction or gangrene,Umbilical hernia without obstruction or gangrene,K42,Hernia,Diseases of the digestive system
K430,none,"Incisional hernia with obstruction, without gangrene","Incisional hernia with obstruction, without gangrene",K43,Hernia,Diseases of the digestive system
K431,otherncd,Incisional hernia with gangrene,Incisional hernia with gangrene,K43,Hernia,Diseases of the digestive system
K439,otherncd,Ventral hernia without obstruction or gangrene,Ventral hernia without obstruction or gangrene,K43,Hernia,Diseases of the digestive system
K440,none,"Diaphragmatic hernia with obstruction, without gangrene","Diaphragmatic hernia with obstruction, without gangrene",K44,Hernia,Diseases of the digestive system
K441,digest,Diaphragmatic hernia with gangrene,Diaphragmatic hernia with gangrene,K44,Hernia,Diseases of the digestive system
K449,digest,Diaphragmatic hernia without obstruction or gangrene,Diaphragmatic hernia without obstruction or gangrene,K44,Hernia,Diseases of the digestive system
K450,none,"Oth abdominal hernia with obstruction, without gangrene","Other specified abdominal hernia with obstruction, without gangrene",K45,Hernia,Diseases of the digestive system
K458,digest,Oth abdominal hernia without obstruction or gangrene,Other specified abdominal hernia without obstruction or gangrene,K45,Hernia,Diseases of the digestive system
K460,none,"Unsp abdominal hernia with obstruction, without gangrene","Unspecified abdominal hernia with obstruction, without gangrene",K46,Hernia,Diseases of the digestive system
K461,digest,Unspecified abdominal hernia with gangrene,Unspecified abdominal hernia with gangrene,K46,Hernia,Diseases of the digestive system
K469,digest,Unspecified abdominal hernia without obstruction or gangrene,Unspecified abdominal hernia without obstruction or gangrene,K46,Hernia,Diseases of the digestive system
K501,digest,Crohn's disease of large intestine,Crohn's disease of large intestine,K50,Noninfective Enteritis And Colitis,Diseases of the digestive system
K509,digest,"Crohn's disease, unspecified","Crohn's disease, unspecified",K50,Noninfective Enteritis And Colitis,Diseases of the digestive system
K510,none,Ulcerative (chronic) pancolitis,Ulcerative (chronic) pancolitis,K51,Noninfective Enteritis And Colitis,Diseases of the digestive system
K518,digest,Other ulcerative colitis,Other ulcerative colitis,K51,Noninfective Enteritis And Colitis,Diseases of the digestive system
K519,digest,"Ulcerative colitis, unspecified","Ulcerative colitis, unspecified",K51,Noninfective Enteritis And Colitis,Diseases of the digestive system
K521,digest,Toxic gastroenteritis and colitis,Toxic gastroenteritis and colitis,K52,Noninfective Enteritis And Colitis,Diseases of the digestive system
K528,digest,Other specified noninfective gastroenteritis and colitis,Other specified noninfective gastroenteritis and colitis,K52,Noninfective Enteritis And Colitis,Diseases of the digestive system
K529,digest,"Noninfective gastroenteritis and colitis, unspecified","Noninfective gastroenteritis and colitis, unspecified",K52,Noninfective Enteritis And Colitis,Diseases of the digestive system
K550,none,Acute vascular disorders of intestine,Acute vascular disorders of intestine,K55,Other Diseases Of Intestines,Diseases of the digestive system
K551,digest,Chronic vascular disorders of intestine,Chronic vascular disorders of intestine,K55,Other Diseases Of Intestines,Diseases of the digestive system
K552,digest,Angiodysplasia of colon,Angiodysplasia of colon,K55,Other Diseases Of Intestines,Diseases of the digestive system
K559,digest,"Vascular disorder of intestine, unspecified","Vascular disorder of intestine, unspecified",K55,Other Diseases Of Intestines,Diseases of the digestive system
K560,none,Paralytic ileus,Paralytic ileus,K56,Other Diseases Of Intestines,Diseases of the digestive system
K561,digest,Intussusception,Intussusception,K56,Other Diseases Of Intestines,Diseases of the digestive system
K562,digest,Volvulus,Volvulus,K56,Other Diseases Of Intestines,Diseases of the digestive system
K563,digest,Gallstone ileus,Gallstone ileus,K56,Other Diseases Of Intestines,Diseases of the digestive system
K564,digest,Other impaction of intestine,Other impaction of intestine,K56,Other Diseases Of Intestines,Diseases of the digestive system
K565,digest,Intestinal adhesions with obstruction (postinfection),Intestinal adhesions [bands] with obstruction (postinfection),K56,Other Diseases Of Intestines,Diseases of the digestive system
K566,digest,Other and unspecified intestinal obstruction,Other and unspecified intestinal obstruction,K56,Other Diseases Of Intestines,Diseases of the digestive system
K567,digest,"Ileus, unspecified","Ileus, unspecified",K56,Other Diseases Of Intestines,Diseases of the digestive system
K570,none,Diverticulitis of small intestine w perforation and abscess,Diverticulitis of small intestine with perforation and abscess,K57,Other Diseases Of Intestines,Diseases of the digestive system
K571,digest,Diverticular disease of sm int w/o perforation or abscess,Diverticular disease of small intestine without perforation or abscess,K57,Other Diseases Of Intestines,Diseases of the digestive system
K572,digest,Diverticulitis of large intestine w perforation and abscess,Diverticulitis of large intestine with perforation and abscess,K57,Other Diseases Of Intestines,Diseases of the digestive system
K573,digest,Diverticular disease of lg int w/o perforation or abscess,Diverticular disease of large intestine without perforation or abscess,K57,Other Diseases Of Intestines,Diseases of the digestive system
K578,digest,"Dvtrcli of intestine, part unsp, w perforation and abscess","Diverticulitis of intestine, part unspecified, with perforation and abscess",K57,Other Diseases Of Intestines,Diseases of the digestive system
K579,digest,"Diverticular disease of intest, part unsp, w/o perf or abscs","Diverticular disease of intestine, part unspecified, without perforation or abscess",K57,Other Diseases Of Intestines,Diseases of the digestive system
K589,digest,Irritable bowel syndrome without diarrhea,Irritable bowel syndrome without diarrhea,K58,Other Diseases Of Intestines,Diseases of the digestive system
K590,none,Constipation,Constipation,K59,Other Diseases Of Intestines,Diseases of the digestive system
K593,digest,"Megacolon, not elsewhere classified","Megacolon, not elsewhere classified",K59,Other Diseases Of Intestines,Diseases of the digestive system
K598,digest,Other specified functional intestinal disorders,Other specified functional intestinal disorders,K59,Other Diseases Of Intestines,Diseases of the digestive system
K599,digest,"Functional intestinal disorder, unspecified","Functional intestinal disorder, unspecified",K59,Other Diseases Of Intestines,Diseases of the digestive system
K604,digest,Rectal fistula,Rectal fistula,K60,Other Diseases Of Intestines,Diseases of the digestive system
K605,digest,Anorectal fistula,Anorectal fistula,K60,Other Diseases Of Intestines,Diseases of the digestive system
K610,none,Anal abscess,Anal abscess,K61,Other Diseases Of Intestines,Diseases of the digestive system
K611,digest,Rectal abscess,Rectal abscess,K61,Other Diseases Of Intestines,Diseases of the digestive system
K613,digest,Ischiorectal abscess,Ischiorectal abscess,K61,Other Diseases Of Intestines,Diseases of the digestive system
K621,neo,Rectal polyp,Rectal polyp,K62,Other Diseases Of Intestines,Diseases of the digestive system
K623,digest,Rectal prolapse,Rectal prolapse,K62,Other Diseases Of Intestines,Diseases of the digestive system
K624,digest,Stenosis of anus and rectum,Stenosis of anus and rectum,K62,Other Diseases Of Intestines,Diseases of the digestive system
K625,digest,Hemorrhage of anus and rectum,Hemorrhage of anus and rectum,K62,Other Diseases Of Intestines,Diseases of the digestive system
K626,digest,Ulcer of anus and rectum,Ulcer of anus and rectum,K62,Other Diseases Of Intestines,Diseases of the digestive system
K627,otherncd,Radiation proctitis,Radiation proctitis,K62,Other Diseases Of Intestines,Diseases of the digestive system
K628,digest,Other specified diseases of anus and rectum,Other specified diseases of anus and rectum,K62,Other Diseases Of Intestines,Diseases of the digestive system
K629,digest,"Disease of anus and rectum, unspecified","Disease of anus and rectum, unspecified",K62,Other Diseases Of Intestines,Diseases of the digestive system
K630,none,Abscess of intestine,Abscess of intestine,K63,Other Diseases Of Intestines,Diseases of the digestive system
K631,none,Perforation of intestine (nontraumatic),Perforation of intestine (nontraumatic),K63,Other Diseases Of Intestines,Diseases of the digestive system
K632,none,Fistula of intestine,Fistula of intestine,K63,Other Diseases Of Intestines,Diseases of the digestive system
