predicted_causeid,code,short_desc,long_desc,three_digit,sub_chapter,chapter,all_text
cvd,I509,"Heart failure, unspecified","Heart failure, unspecified",I50,Other Forms Of Heart Disease,Diseases of the circulatory system,"I509 Heart failure, unspecified Other Forms Of Heart Disease Diseases of the circulatory system"
cvd,I510,"Cardiac septal defect, acquired","Cardiac septal defect, acquired",I51,Other Forms Of Heart Disease,Diseases of the circulatory system,"I510 Cardiac septal defect, acquired Other Forms Of Heart Disease Diseases of the circulatory system"
cvd,I515,Myocardial degeneration,Myocardial degeneration,I51,Other Forms Of Heart Disease,Diseases of the circulatory system,I515 Myocardial degeneration Other Forms Of Heart Disease Diseases of the circulatory system
cvd,I517,Cardiomegaly,Cardiomegaly,I51,Other Forms Of Heart Disease,Diseases of the circulatory system,I517 Cardiomegaly Other Forms Of Heart Disease Diseases of the circulatory system
cvd,I518,Other ill-defined heart diseases,Other ill-defined heart diseases,I51,Other Forms Of Heart Disease,Diseases of the circulatory system,I518 Other ill-defined heart diseases Other Forms Of Heart Disease Diseases of the circulatory system
cvd,I519,"Heart disease, unspecified","Heart disease, unspecified",I51,Other Forms Of Heart Disease,Diseases of the circulatory system,"I519 Heart disease, unspecified Other Forms Of Heart Disease Diseases of the circulatory system"
cvd,I600,Ntrm subarach hemorrhage from carotid siphon and bifurcation,Nontraumatic subarachnoid hemorrhage from carotid siphon and bifurcation,I60,Cerebrovascular Diseases,Diseases of the circulatory system,I600 Nontraumatic subarachnoid hemorrhage from carotid siphon and bifurcation Cerebrovascular Diseases Diseases of the circulatory system
cvd,I610,"Nontraumatic intcrbl hemorrhage in hemisphere, subcortical","Nontraumatic intracerebral hemorrhage in hemisphere, subcortical",I61,Cerebrovascular Diseases,Diseases of the circulatory system,"I610 Nontraumatic intracerebral hemorrhage in hemisphere, subcortical Cerebrovascular Diseases Diseases of the circulatory system"
cvd,I620,Nontraumatic subdural hemorrhage,Nontraumatic subdural hemorrhage,I62,Cerebrovascular Diseases,Diseases of the circulatory system,I620 Nontraumatic subdural hemorrhage Cerebrovascular Diseases Diseases of the circulatory system
cvd,I630,Cerebral infarction due to thrombosis of precerb arteries,Cerebral infarction due to thrombosis of precerebral arteries,I63,Cerebrovascular Diseases,Diseases of the circulatory system,I630 Cerebral infarction due to thrombosis of precerebral arteries Cerebrovascular Diseases Diseases of the circulatory system
cvd,I670,"Dissection of cerebral arteries, nonruptured","Dissection of cerebral arteries, nonruptured",I67,Cerebrovascular Diseases,Diseases of the circulatory system,"I670 Dissection of cerebral arteries, nonruptured Cerebrovascular Diseases Diseases of the circulatory system"
cvd,I674,Hypertensive encephalopathy,Hypertensive encephalopathy,I67,Cerebrovascular Diseases,Diseases of the circulatory system,I674 Hypertensive encephalopathy Cerebrovascular Diseases Diseases of the circulatory system
cvd,I678,Other specified cerebrovascular diseases,Other specified cerebrovascular diseases,I67,Cerebrovascular Diseases,Diseases of the circulatory system,I678 Other specified cerebrovascular diseases Cerebrovascular Diseases Diseases of the circulatory system
cvd,I679,"Cerebrovascular disease, unspecified","Cerebrovascular disease, unspecified",I67,Cerebrovascular Diseases,Diseases of the circulatory system,"I679 Cerebrovascular disease, unspecified Cerebrovascular Diseases Diseases of the circulatory system"
cvd,I690,Sequelae of nontraumatic subarachnoid hemorrhage,Sequelae of nontraumatic subarachnoid hemorrhage,I69,Cerebrovascular Diseases,Diseases of the circulatory system,I690 Sequelae of nontraumatic subarachnoid hemorrhage Cerebrovascular Diseases Diseases of the circulatory system
cvd,I698,Sequelae of other cerebrovascular diseases,Sequelae of other cerebrovascular diseases,I69,Cerebrovascular Diseases,Diseases of the circulatory system,I698 Sequelae of other cerebrovascular diseases Cerebrovascular Diseases Diseases of the circulatory system
cvd,I700,Atherosclerosis of aorta,Atherosclerosis of aorta,I70,"Diseases Of Arteries, Arterioles And Capillaries",Diseases of the circulatory system,"I700 Atherosclerosis of aorta Diseases Of Arteries, Arterioles And Capillaries Diseases of the circulatory system"
cvd,I701,Atherosclerosis of renal artery,Atherosclerosis of renal artery,I70,"Diseases Of Arteries, Arterioles And Capillaries",Diseases of the circulatory system,"I701 Atherosclerosis of renal artery Diseases Of Arteries, Arterioles And Capillaries Diseases of the circulatory system"
cvd,I709,Other and unspecified atherosclerosis,Other and unspecified atherosclerosis,I70,"Diseases Of Arteries, Arterioles And Capillaries",Diseases of the circulatory system,"I709 Other and unspecified atherosclerosis Diseases Of Arteries, Arterioles And Capillaries Diseases of the circulatory system"
cvd,I710,Dissection of aorta,Dissection of aorta,I71,"Diseases Of Arteries, Arterioles And Capillaries",Diseases of the circulatory system,"I710 Dissection of aorta Diseases Of Arteries, Arterioles And Capillaries Diseases of the circulatory system"
cvd,I720,Aneurysm of carotid artery,Aneurysm of carotid artery,I72,"Diseases Of Arteries, Arterioles And Capillaries",Diseases of the circulatory system,"I720 Aneurysm of carotid artery Diseases Of Arteries, Arterioles And Capillaries Diseases of the circulatory system"
cvd,I730,Raynaud's syndrome,Raynaud's syndrome,I73,"Diseases Of Arteries, Arterioles And Capillaries",Diseases of the circulatory system,"I730 Raynaud's syndrome Diseases Of Arteries, Arterioles And Capillaries Diseases of the circulatory system"
cvd,I740,Embolism and thrombosis of abdominal aorta,Embolism and thrombosis of abdominal aorta,I74,"Diseases Of Arteries, Arterioles And Capillaries",Diseases of the circulatory system,"I740 Embolism and thrombosis of abdominal aorta Diseases Of Arteries, Arterioles And Capillaries Diseases of the circulatory system"
cvd,I741,Embolism and thrombosis of other and unsp parts of aorta,Embolism and thrombosis of other and unspecified parts of aorta,I74,"Diseases Of Arteries, Arterioles And Capillaries",Diseases of the circulatory system,"I741 Embolism and thrombosis of other and unspecified parts of aorta Diseases Of Arteries, Arterioles And Capillaries Diseases of the circulatory system"
cvd,I743,Embolism and thrombosis of arteries of the lower extremities,Embolism and thrombosis of arteries of the lower extremities,I74,"Diseases Of Arteries, Arterioles And Capillaries",Diseases of the circulatory system,"I743 Embolism and thrombosis of arteries of the lower extremities Diseases Of Arteries, Arterioles And Capillaries Diseases of the circulatory system"
cvd,I744,"Embolism and thrombosis of arteries of extremities, unsp","Embolism and thrombosis of arteries of extremities, unspecified",I74,"Diseases Of Arteries, Arterioles And Capillaries",Diseases of the circulatory system,"I744 Embolism and thrombosis of arteries of extremities, unspecified Diseases Of Arteries, Arterioles And Capillaries Diseases of the circulatory system"
cvd,I745,Embolism and thrombosis of iliac artery,Embolism and thrombosis of iliac artery,I74,"Diseases Of Arteries, Arterioles And Capillaries",Diseases of the circulatory system,"I745 Embolism and thrombosis of iliac artery Diseases Of Arteries, Arterioles And Capillaries Diseases of the circulatory system"
cvd,I748,Embolism and thrombosis of other arteries,Embolism and thrombosis of other arteries,I74,"Diseases Of Arteries, Arterioles And Capillaries",Diseases of the circulatory system,"I748 Embolism and thrombosis of other arteries Diseases Of Arteries, Arterioles And Capillaries Diseases of the circulatory system"
cvd,I749,Embolism and thrombosis of unspecified artery,Embolism and thrombosis of unspecified artery,I74,"Diseases Of Arteries, Arterioles And Capillaries",Diseases of the circulatory system,"I749 Embolism and thrombosis of unspecified artery Diseases Of Arteries, Arterioles And Capillaries Diseases of the circulatory system"
cvd,I770,"Arteriovenous fistula, acquired","Arteriovenous fistula, acquired",I77,"Diseases Of Arteries, Arterioles And Capillaries",Diseases of the circulatory system,"I770 Arteriovenous fistula, acquired Diseases Of Arteries, Arterioles And Capillaries Diseases of the circulatory system"
cvd,I820,Budd-Chiari syndrome,Budd-Chiari syndrome,I82,"Diseases Of Veins, Lymphatic Vessels And Lymph Nodes, Not Elsewhere Classified",Diseases of the circulatory system,"I820 Budd-Chiari syndrome Diseases Of Veins, Lymphatic Vessels And Lymph Nodes, Not Elsewhere Classified Diseases of the circulatory system"
cvd,I830,Varicose veins of lower extremities with ulcer,Varicose veins of lower extremities with ulcer,I83,"Diseases Of Veins, Lymphatic Vessels And Lymph Nodes, Not Elsewhere Classified",Diseases of the circulatory system,"I830 Varicose veins of lower extremities with ulcer Diseases Of Veins, Lymphatic Vessels And Lymph Nodes, Not Elsewhere Classified Diseases of the circulatory system"
cvd,I850,Esophageal varices,Esophageal varices,I85,"Diseases Of Veins, Lymphatic Vessels And Lymph Nodes, Not Elsewhere Classified",Diseases of the circulatory system,"I850 Esophageal varices Diseases Of Veins, Lymphatic Vessels And Lymph Nodes, Not Elsewhere Classified Diseases of the circulatory system"
cvd,I890,"Lymphedema, not elsewhere classified","Lymphedema, not elsewhere classified",I89,"Diseases Of Veins, Lymphatic Vessels And Lymph Nodes, Not Elsewhere Classified",Diseases of the circulatory system,"I890 Lymphedema, not elsewhere classified Diseases Of Veins, Lymphatic Vessels And Lymph Nodes, Not Elsewhere Classified Diseases of the circulatory system"
cvd,I951,Orthostatic hypotension,Orthostatic hypotension,I95,Other And Unspecified Disorders Of The Circulatory System,Diseases of the circulatory system,I951 Orthostatic hypotension Other And Unspecified Disorders Of The Circulatory System Diseases of the circulatory system
cvd,I959,"Hypotension, unspecified","Hypotension, unspecified",I95,Other And Unspecified Disorders Of The Circulatory System,Diseases of the circulatory system,"I959 Hypotension, unspecified Other And Unspecified Disorders Of The Circulatory System Diseases of the circulatory system"
neo,J029,"Acute pharyngitis, unspecified","Acute pharyngitis, unspecified",J02,Acute Upper Respiratory Infections,Diseases of the respiratory system,"J029 Acute pharyngitis, unspecified Acute Upper Respiratory Infections Diseases of the respiratory system"
neo,J040,Acute laryngitis,Acute laryngitis,J04,Acute Upper Respiratory Infections,Diseases of the respiratory system,J040 Acute laryngitis Acute Upper Respiratory Infections Diseases of the respiratory system
neo,J069,"Acute upper respiratory infection, unspecified","Acute upper respiratory infection, unspecified",J06,Acute Upper Respiratory Infections,Diseases of the respiratory system,"J069 Acute upper respiratory infection, unspecified Acute Upper Respiratory Infections Diseases of the respiratory system"
respinfect,J100,Influenza due to oth identified influenza virus w pneumonia,Influenza due to other identified influenza virus with pneumonia,J10,Influenza And Pneumonia,Diseases of the respiratory system,J100 Influenza due to other identified influenza virus with pneumonia Influenza And Pneumonia Diseases of the respiratory system
respinfect,J110,Influenza due to unidentified influenza virus with pneumonia,Influenza due to unidentified influenza virus with pneumonia,J11,Influenza And Pneumonia,Diseases of the respiratory system,J110 Influenza due to unidentified influenza virus with pneumonia Influenza And Pneumonia Diseases of the respiratory system
respinfect,J120,Adenoviral pneumonia,Adenoviral pneumonia,J12,Influenza And Pneumonia,Diseases of the respiratory system,J120 Adenoviral pneumonia Influenza And Pneumonia Diseases of the respiratory system
respinfect,J150,Pneumonia due to Klebsiella pneumoniae,Pneumonia due to Klebsiella pneumoniae,J15,Influenza And Pneumonia,Diseases of the respiratory system,J150 Pneumonia due to Klebsiella pneumoniae Influenza And Pneumonia Diseases of the respiratory system
respinfect,J159,Unspecified bacterial pneumonia,Unspecified bacterial pneumonia,J15,Influenza And Pneumonia,Diseases of the respiratory system,J159 Unspecified bacterial pneumonia Influenza And Pneumonia Diseases of the respiratory system
respinfect,J180,"Bronchopneumonia, unspecified organism","Bronchopneumonia, unspecified organism",J18,Influenza And Pneumonia,Diseases of the respiratory system,"J180 Bronchopneumonia, unspecified organism Influenza And Pneumonia Diseases of the respiratory system"
respinfect,J181,"Lobar pneumonia, unspecified organism","Lobar pneumonia, unspecified organism",J18,Influenza And Pneumonia,Diseases of the respiratory system,"J181 Lobar pneumonia, unspecified organism Influenza And Pneumonia Diseases of the respiratory system"
respinfect,J182,"Hypostatic pneumonia, unspecified organism","Hypostatic pneumonia, unspecified organism",J18,Influenza And Pneumonia,Diseases of the respiratory system,"J182 Hypostatic pneumonia, unspecified organism Influenza And Pneumonia Diseases of the respiratory system"
respinfect,J188,"Other pneumonia, unspecified organism","Other pneumonia, unspecified organism",J18,Influenza And Pneumonia,Diseases of the respiratory system,"J188 Other pneumonia, unspecified organism Influenza And Pneumonia Diseases of the respiratory system"
respinfect,J189,"Pneumonia, unspecified organism","Pneumonia, unspecified organism",J18,Influenza And Pneumonia,Diseases of the respiratory system,"J189 Pneumonia, unspecified organism Influenza And Pneumonia Diseases of the respiratory system"
respinfect,J210,Acute bronchiolitis due to respiratory syncytial virus,Acute bronchiolitis due to respiratory syncytial virus,J21,Other Acute Lower Respiratory Infections,Diseases of the respiratory system,J210 Acute bronchiolitis due to respiratory syncytial virus Other Acute Lower Respiratory Infections Diseases of the respiratory system
neo,J380,Paralysis of vocal cords and larynx,Paralysis of vocal cords and larynx,J38,Other Diseases Of Upper Respiratory Tract,Diseases of the respiratory system,J380 Paralysis of vocal cords and larynx Other Diseases Of Upper Respiratory Tract Diseases of the respiratory system
otherncd,J390,Retropharyngeal and parapharyngeal abscess,Retropharyngeal and parapharyngeal abscess,J39,Other Diseases Of Upper Respiratory Tract,Diseases of the respiratory system,J390 Retropharyngeal and parapharyngeal abscess Other Diseases Of Upper Respiratory Tract Diseases of the respiratory system
cvd,J40,"Bronchitis, not specified as acute or chronic","Bronchitis, not specified as acute or chronic",J40,Chronic Lower Respiratory Diseases,Diseases of the respiratory system,"J40 Bronchitis, not specified as acute or chronic Chronic Lower Respiratory Diseases Diseases of the respiratory system"
otherncd,J430,Unilateral pulmonary emphysema [MacLeod's syndrome],Unilateral pulmonary emphysema [MacLeod's syndrome],J43,Chronic Lower Respiratory Diseases,Diseases of the respiratory system,J430 Unilateral pulmonary emphysema [MacLeod's syndrome] Chronic Lower Respiratory Diseases Diseases of the respiratory system
cvd,J440,Chronic obstructive pulmon disease w acute lower resp infct,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44,Chronic Lower Respiratory Diseases,Diseases of the respiratory system,J440 Chronic obstructive pulmonary disease with acute lower respiratory infection Chronic Lower Respiratory Diseases Diseases of the respiratory system
otherncd,J47,Bronchiectasis,Bronchiectasis,J47,Chronic Lower Respiratory Diseases,Diseases of the respiratory system,J47 Bronchiectasis Chronic Lower Respiratory Diseases Diseases of the respiratory system
otherncd,J620,Pneumoconiosis due to talc dust,Pneumoconiosis due to talc dust,J62,Lung Diseases Due To External Agents,Diseases of the respiratory system,J620 Pneumoconiosis due to talc dust Lung Diseases Due To External Agents Diseases of the respiratory system
otherncd,J690,Pneumonitis due to inhalation of food and vomit,Pneumonitis due to inhalation of food and vomit,J69,Lung Diseases Due To External Agents,Diseases of the respiratory system,J690 Pneumonitis due to inhalation of food and vomit Lung Diseases Due To External Agents Diseases of the respiratory system
otherncd,J700,Acute pulmonary manifestations due to radiation,Acute pulmonary manifestations due to radiation,J70,Lung Diseases Due To External Agents,Diseases of the respiratory system,J700 Acute pulmonary manifestations due to radiation Lung Diseases Due To External Agents Diseases of the respiratory system
otherncd,J80,Acute respiratory distress syndrome,Acute respiratory distress syndrome,J80,Other Respiratory Diseases Principally Affecting The Interstitium,Diseases of the respiratory system,J80 Acute respiratory distress syndrome Other Respiratory Diseases Principally Affecting The Interstitium Diseases of the respiratory system
otherncd,J81,Pulmonary edema,Pulmonary edema,J81,Other Respiratory Diseases Principally Affecting The Interstitium,Diseases of the respiratory system,J81 Pulmonary edema Other Respiratory Diseases Principally Affecting The Interstitium Diseases of the respiratory system
otherncd,J840,Alveolar and parieto-alveolar conditions,Alveolar and parieto-alveolar conditions,J84,Other Respiratory Diseases Principally Affecting The Interstitium,Diseases of the respiratory system,J840 Alveolar and parieto-alveolar conditions Other Respiratory Diseases Principally Affecting The Interstitium Diseases of the respiratory system
otherncd,J850,Gangrene and necrosis of lung,Gangrene and necrosis of lung,J85,Suppurative And Necrotic Conditions Of The Lower Respiratory Tract,Diseases of the respiratory system,J850 Gangrene and necrosis of lung Suppurative And Necrotic Conditions Of The Lower Respiratory Tract Diseases of the respiratory system
otherncd,J851,Abscess of lung with pneumonia,Abscess of lung with pneumonia,J85,Suppurative And Necrotic Conditions Of The Lower Respiratory Tract,Diseases of the respiratory system,J851 Abscess of lung with pneumonia Suppurative And Necrotic Conditions Of The Lower Respiratory Tract Diseases of the respiratory system
otherncd,J852,Abscess of lung without pneumonia,Abscess of lung without pneumonia,J85,Suppurative And Necrotic Conditions Of The Lower Respiratory Tract,Diseases of the respiratory system,J852 Abscess of lung without pneumonia Suppurative And Necrotic Conditions Of The Lower Respiratory Tract Diseases of the respiratory system
neo,J860,Pyothorax with fistula,Pyothorax with fistula,J86,Suppurative And Necrotic Conditions Of The Lower Respiratory Tract,Diseases of the respiratory system,J860 Pyothorax with fistula Suppurative And Necrotic Conditions Of The Lower Respiratory Tract Diseases of the respiratory system
digest,J869,Pyothorax without fistula,Pyothorax without fistula,J86,Suppurative And Necrotic Conditions Of The Lower Respiratory Tract,Diseases of the respiratory system,J869 Pyothorax without fistula Suppurative And Necrotic Conditions Of The Lower Respiratory Tract Diseases of the respiratory system
otherncd,J90,"Pleural effusion, not elsewhere classified","Pleural effusion, not elsewhere classified",J90,Other Diseases Of The Pleura,Diseases of the respiratory system,"J90 Pleural effusion, not elsewhere classified Other Diseases Of The Pleura Diseases of the respiratory system"
otherncd,J920,Pleural plaque with presence of asbestos,Pleural plaque with presence of asbestos,J92,Other Diseases Of The Pleura,Diseases of the respiratory system,J920 Pleural plaque with presence of asbestos Other Diseases Of The Pleura Diseases of the respiratory system
otherncd,J931,Other spontaneous pneumothorax,Other spontaneous pneumothorax,J93,Other Diseases Of The Pleura,Diseases of the respiratory system,J931 Other spontaneous pneumothorax Other Diseases Of The Pleura Diseases of the respiratory system
otherncd,J938,Other pneumothorax and air leak,Other pneumothorax and air leak,J93,Other Diseases Of The Pleura,Diseases of the respiratory system,J938 Other pneumothorax and air leak Other Diseases Of The Pleura Diseases of the respiratory system
otherncd,J939,"Pneumothorax, unspecified","Pneumothorax, unspecified",J93,Other Diseases Of The Pleura,Diseases of the respiratory system,"J939 Pneumothorax, unspecified Other Diseases Of The Pleura Diseases of the respiratory system"
otherncd,J941,Fibrothorax,Fibrothorax,J94,Other Diseases Of The Pleura,Diseases of the respiratory system,J941 Fibrothorax Other Diseases Of The Pleura Diseases of the respiratory system
otherncd,J942,Hemothorax,Hemothorax,J94,Other Diseases Of The Pleura,Diseases of the respiratory system,J942 Hemothorax Other Diseases Of The Pleura Diseases of the respiratory system
otherncd,J948,Other specified pleural conditions,Other specified pleural conditions,J94,Other Diseases Of The Pleura,Diseases of the respiratory system,J948 Other specified pleural conditions Other Diseases Of The Pleura Diseases of the respiratory system
otherncd,J949,"Pleural condition, unspecified","Pleural condition, unspecified",J94,Other Diseases Of The Pleura,Diseases of the respiratory system,"J949 Pleural condition, unspecified Other Diseases Of The Pleura Diseases of the respiratory system"
otherncd,J960,Acute respiratory failure,Acute respiratory failure,J96,Other Diseases Of The Respiratory System,Diseases of the respiratory system,J960 Acute respiratory failure Other Diseases Of The Respiratory System Diseases of the respiratory system
otherncd,J961,Chronic respiratory failure,Chronic respiratory failure,J96,Other Diseases Of The Respiratory System,Diseases of the respiratory system,J961 Chronic respiratory failure Other Diseases Of The Respiratory System Diseases of the respiratory system
otherncd,J969,"Respiratory failure, unspecified","Respiratory failure, unspecified",J96,Other Diseases Of The Respiratory System,Diseases of the respiratory system,"J969 Respiratory failure, unspecified Other Diseases Of The Respiratory System Diseases of the respiratory system"
otherncd,J980,"Diseases of bronchus, not elsewhere classified","Diseases of bronchus, not elsewhere classified",J98,Other Diseases Of The Respiratory System,Diseases of the respiratory system,"J980 Diseases of bronchus, not elsewhere classified Other Diseases Of The Respiratory System Diseases of the respiratory system"
otherncd,J981,Pulmonary collapse,Pulmonary collapse,J98,Other Diseases Of The Respiratory System,Diseases of the respiratory system,J981 Pulmonary collapse Other Diseases Of The Respiratory System Diseases of the respiratory system
otherncd,J982,Interstitial emphysema,Interstitial emphysema,J98,Other Diseases Of The Respiratory System,Diseases of the respiratory system,J982 Interstitial emphysema Other Diseases Of The Respiratory System Diseases of the respiratory system
otherncd,J984,Other disorders of lung,Other disorders of lung,J98,Other Diseases Of The Respiratory System,Diseases of the respiratory system,J984 Other disorders of lung Other Diseases Of The Respiratory System Diseases of the respiratory system
otherncd,J985,"Diseases of mediastinum, not elsewhere classified","Diseases of mediastinum, not elsewhere classified",J98,Other Diseases Of The Respiratory System,Diseases of the respiratory system,"J985 Diseases of mediastinum, not elsewhere classified Other Diseases Of The Respiratory System Diseases of the respiratory system"
otherncd,J986,Disorders of diaphragm,Disorders of diaphragm,J98,Other Diseases Of The Respiratory System,Diseases of the respiratory system,J986 Disorders of diaphragm Other Diseases Of The Respiratory System Diseases of the respiratory system
otherncd,J988,Other specified respiratory disorders,Other specified respiratory disorders,J98,Other Diseases Of The Respiratory System,Diseases of the respiratory system,J988 Other specified respiratory disorders Other Diseases Of The Respiratory System Diseases of the respiratory system
otherncd,J989,"Respiratory disorder, unspecified","Respiratory disorder, unspecified",J98,Other Diseases Of The Respiratory System,Diseases of the respiratory system,"J989 Respiratory disorder, unspecified Other Diseases Of The Respiratory System Diseases of the respiratory system"
neo,K039,"Disease of hard tissues of teeth, unspecified","Disease of hard tissues of teeth, unspecified",K03,Diseases Of Oral Cavity And Salivary Glands,Diseases of the digestive system,"K039 Disease of hard tissues of teeth, unspecified Diseases Of Oral Cavity And Salivary Glands Diseases of the digestive system"
digest,K047,Periapical abscess without sinus,Periapical abscess without sinus,K04,Diseases Of Oral Cavity And Salivary Glands,Diseases of the digestive system,K047 Periapical abscess without sinus Diseases Of Oral Cavity And Salivary Glands Diseases of the digestive system
digest,K049,Other and unsp diseases of pulp and periapical tissues,Other and unspecified diseases of pulp and periapical tissues,K04,Diseases Of Oral Cavity And Salivary Glands,Diseases of the digestive system,K049 Other and unspecified diseases of pulp and periapical tissues Diseases Of Oral Cavity And Salivary Glands Diseases of the digestive system
digest,K088,Other specified disorders of teeth and supporting structures,Other specified disorders of teeth and supporting structures,K08,Diseases Of Oral Cavity And Salivary Glands,Diseases of the digestive system,K088 Other specified disorders of teeth and supporting structures Diseases Of Oral Cavity And Salivary Glands Diseases of the digestive system
digest,K089,"Disorder of teeth and supporting structures, unspecified","Disorder of teeth and supporting structures, unspecified",K08,Diseases Of Oral Cavity And Salivary Glands,Diseases of the digestive system,"K089 Disorder of teeth and supporting structures, unspecified Diseases Of Oral Cavity And Salivary Glands Diseases of the digestive system"
neo,K112,Sialoadenitis,Sialoadenitis,K11,Diseases Of Oral Cavity And Salivary Glands,Diseases of the digestive system,K112 Sialoadenitis Diseases Of Oral Cavity And Salivary Glands Diseases of the digestive system
neo,K113,Abscess of salivary gland,Abscess of salivary gland,K11,Diseases Of Oral Cavity And Salivary Glands,Diseases of the digestive system,K113 Abscess of salivary gland Diseases Of Oral Cavity And Salivary Glands Diseases of the digestive system
neo,K119,"Disease of salivary gland, unspecified","Disease of salivary gland, unspecified",K11,Diseases Of Oral Cavity And Salivary Glands,Diseases of the digestive system,"K119 Disease of salivary gland, unspecified Diseases Of Oral Cavity And Salivary Glands Diseases of the digestive system"
neo,K120,Recurrent oral aphthae,Recurrent oral aphthae,K12,Diseases Of Oral Cavity And Salivary Glands,Diseases of the digestive system,K120 Recurrent oral aphthae Diseases Of Oral Cavity And Salivary Glands Diseases of the digestive system
neo,K121,Other forms of stomatitis,Other forms of stomatitis,K12,Diseases Of Oral Cavity And Salivary Glands,Diseases of the digestive system,K121 Other forms of stomatitis Diseases Of Oral Cavity And Salivary Glands Diseases of the digestive system
neo,K122,Cellulitis and abscess of mouth,Cellulitis and abscess of mouth,K12,Diseases Of Oral Cavity And Salivary Glands,Diseases of the digestive system,K122 Cellulitis and abscess of mouth Diseases Of Oral Cavity And Salivary Glands Diseases of the digestive system
digest,K210,Gastro-esophageal reflux disease with esophagitis,Gastro-esophageal reflux disease with esophagitis,K21,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system,"K210 Gastro-esophageal reflux disease with esophagitis Diseases Of Esophagus, Stomach And Duodenum Diseases of the digestive system"
digest,K220,Achalasia of cardia,Achalasia of cardia,K22,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system,"K220 Achalasia of cardia Diseases Of Esophagus, Stomach And Duodenum Diseases of the digestive system"
digest,K250,Acute gastric ulcer with hemorrhage,Acute gastric ulcer with hemorrhage,K25,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system,"K250 Acute gastric ulcer with hemorrhage Diseases Of Esophagus, Stomach And Duodenum Diseases of the digestive system"
digest,K260,Acute duodenal ulcer with hemorrhage,Acute duodenal ulcer with hemorrhage,K26,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system,"K260 Acute duodenal ulcer with hemorrhage Diseases Of Esophagus, Stomach And Duodenum Diseases of the digestive system"
digest,K270,"Acute peptic ulcer, site unspecified, with hemorrhage","Acute peptic ulcer, site unspecified, with hemorrhage",K27,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system,"K270 Acute peptic ulcer, site unspecified, with hemorrhage Diseases Of Esophagus, Stomach And Duodenum Diseases of the digestive system"
digest,K280,Acute gastrojejunal ulcer with hemorrhage,Acute gastrojejunal ulcer with hemorrhage,K28,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system,"K280 Acute gastrojejunal ulcer with hemorrhage Diseases Of Esophagus, Stomach And Duodenum Diseases of the digestive system"
digest,K290,Acute gastritis,Acute gastritis,K29,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system,"K290 Acute gastritis Diseases Of Esophagus, Stomach And Duodenum Diseases of the digestive system"
digest,K30,Functional dyspepsia,Functional dyspepsia,K30,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system,"K30 Functional dyspepsia Diseases Of Esophagus, Stomach And Duodenum Diseases of the digestive system"
digest,K310,Acute dilatation of stomach,Acute dilatation of stomach,K31,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system,"K310 Acute dilatation of stomach Diseases Of Esophagus, Stomach And Duodenum Diseases of the digestive system"
digest,K319,"Disease of stomach and duodenum, unspecified","Disease of stomach and duodenum, unspecified",K31,"Diseases Of Esophagus, Stomach And Duodenum",Diseases of the digestive system,"K319 Disease of stomach and duodenum, unspecified Diseases Of Esophagus, Stomach And Duodenum Diseases of the digestive system"
digest,K420,"Umbilical hernia with obstruction, without gangrene","Umbilical hernia with obstruction, without gangrene",K42,Hernia,Diseases of the digestive system,"K420 Umbilical hernia with obstruction, without gangrene Hernia Diseases of the digestive system"
digest,K430,"Incisional hernia with obstruction, without gangrene","Incisional hernia with obstruction, without gangrene",K43,Hernia,Diseases of the digestive system,"K430 Incisional hernia with obstruction, without gangrene Hernia Diseases of the digestive system"
digest,K440,"Diaphragmatic hernia with obstruction, without gangrene","Diaphragmatic hernia with obstruction, without gangrene",K44,Hernia,Diseases of the digestive system,"K440 Diaphragmatic hernia with obstruction, without gangrene Hernia Diseases of the digestive system"
digest,K450,"Oth abdominal hernia with obstruction, without gangrene","Other specified abdominal hernia with obstruction, without gangrene",K45,Hernia,Diseases of the digestive system,"K450 Other specified abdominal hernia with obstruction, without gangrene Hernia Diseases of the digestive system"
digest,K460,"Unsp abdominal hernia with obstruction, without gangrene","Unspecified abdominal hernia with obstruction, without gangrene",K46,Hernia,Diseases of the digestive system,"K460 Unspecified abdominal hernia with obstruction, without gangrene Hernia Diseases of the digestive system"
digest,K510,Ulcerative (chronic) pancolitis,Ulcerative (chronic) pancolitis,K51,Noninfective Enteritis And Colitis,Diseases of the digestive system,K510 Ulcerative (chronic) pancolitis Noninfective Enteritis And Colitis Diseases of the digestive system
digest,K550,Acute vascular disorders of intestine,Acute vascular disorders of intestine,K55,Other Diseases Of Intestines,Diseases of the digestive system,K550 Acute vascular disorders of intestine Other Diseases Of Intestines Diseases of the digestive system
digest,K560,Paralytic ileus,Paralytic ileus,K56,Other Diseases Of Intestines,Diseases of the digestive system,K560 Paralytic ileus Other Diseases Of Intestines Diseases of the digestive system
